district,town_name,display_name,first_census,census_count,lat,lon,geocode_status,geocode_query
Nashik,ravalgaon,Ravalgaon (Ct),1991,1,20.616318,74.400495,ok_arcgis,"Ravalgaon, Nashik district, Maharashtra, India"
Nashik,satana,Satana (M),1991,3,20.599101,74.202108,ok,"Satana, Nashik district, Maharashtra, India"
Nashik,sinnar,Sinnar (M),1991,3,19.845314,74.000024,ok,"Sinnar, Nashik district, Maharashtra, India"
Nashik,trimbak,Trimbak (M),1991,3,19.935386,73.530177,ok,"Trimbak, Nashik district, Maharashtra, India"
Nashik,yevla,Yevla (M),1991,3,20.07918,74.519942,ok_photon,"Yeola, Nashik district, Maharashtra, India"
Nashik,surgana,Surgana (Ct),2001,2,20.559243,73.637561,ok,"Surgana, Nashik district, Maharashtra, India"
Nashik,soyagaon,Soyagaon (Ct),2001,2,20.225456,74.104233,ok_photon,"Soyagaon, Nashik district, Maharashtra, India"
Nashik,dyane,Dyane (Ct),2001,2,20.754143,74.286905,ok,"Dyane, Nashik district, Maharashtra, India"
Nashik,ghoti budruk,Ghoti Budruk (Ct),2001,1,19.71635,73.62781,ok,"Ghoti Budruk, Nashik district, Maharashtra, India"
Nashik,malegaon (m corp. + og),Malegaon (M Corp. + Og),2011,1,20.557606,74.524651,ok,"Malegaon, Nashik district, Maharashtra, India"
Nashik,sangameshwar,Sangameshwar (Ct),2011,1,20.075817,74.104076,ok,"Sangameshwar, Nashik district, Maharashtra, India"
Nashik,maldhe,Maldhe (Ct),2011,1,20.225456,74.104233,ok_photon,"Maldhe, Nashik district, Maharashtra, India"
Nashik,samangaon,Samangaon (Ct),2011,1,20.225456,74.104233,ok_photon,"Samangaon, Nashik district, Maharashtra, India"
Nashik,vilholi,Vilholi (Ct),2011,1,19.916392,73.717828,ok,"Vilholi, Nashik district, Maharashtra, India"
Nashik,sansari,Sansari (Ct),2011,1,19.906258,73.838334,ok,"Sansari, Nashik district, Maharashtra, India"
Nashik,pimpalgaon najik,Pimpalgaon Najik (Ct),2011,1,19.928289,73.791261,ok_photon,"Pimpalgaon Najik, Nashik district, Maharashtra, India"
Osmanabad,bhum,Bhum (M),1991,3,18.549309,75.619066,ok,"Bhum, Osmanabad district, Maharashtra, India"
Osmanabad,kalamb,Kalamb (M),1991,3,18.573047,76.022492,ok,"Kalamb, Osmanabad district, Maharashtra, India"
Osmanabad,murum,Murum (M),1991,3,17.786978,76.476106,ok,"Murum, Osmanabad district, Maharashtra, India"
Osmanabad,naldurg,Naldurg (M),1991,3,17.814986,76.278965,ok,"Naldurg, Osmanabad district, Maharashtra, India"
Osmanabad,osmanabad,Osmanabad (M),1991,3,18.282245,76.058817,ok,"Osmanabad, Osmanabad district, Maharashtra, India"
Osmanabad,paranda,Paranda (M),1991,3,18.268348,75.450754,ok,"Paranda, Osmanabad district, Maharashtra, India"
Osmanabad,tuljapur,Tuljapur (M),1991,3,18.008662,76.070792,ok,"Tuljapur, Osmanabad district, Maharashtra, India"
Osmanabad,umarga,Umarga (M),1991,3,17.836543,76.625005,ok,"Umarga, Osmanabad district, Maharashtra, India"
Parbhani,basmath,Basmath,1991,1,19.312161,77.106881,fallback,"Basmath, Maharashtra, India"
Parbhani,gangakhed,Gangakhed (M),1991,3,18.9131,76.755707,ok,"Gangakhed, Parbhani district, Maharashtra, India"
Parbhani,hingoli,Hingoli (M),1991,2,19.673687,76.691567,ok,"Hingoli, Parbhani district, Maharashtra, India"
Parbhani,jintur,Jintur (M),1991,3,19.610654,76.743562,ok,"Jintur, Parbhani district, Maharashtra, India"
Parbhani,kalamnuri,Kalamnuri (M),1991,3,19.290198,76.602644,ok_photon,"Kalamnuri, Parbhani district, Maharashtra, India"
Parbhani,parbhani,Parbhani (M),1991,3,19.24471,76.776084,ok,"Parbhani, Parbhani district, Maharashtra, India"
Parbhani,purna,Purna (M),1991,3,19.181044,76.994033,ok,"Purna, Parbhani district, Maharashtra, India"
Parbhani,sonpeth,Sonpeth (M),1991,3,18.980006,76.572859,ok,"Sonpeth, Parbhani district, Maharashtra, India"
Parbhani,sailu,Sailu (M Cl),2001,2,19.454861,76.438805,ok,"Sailu, Parbhani district, Maharashtra, India"
Parbhani,manwath,Manwath (M Cl),2001,2,19.243584,76.559161,ok,"Manwath, Parbhani district, Maharashtra, India"
Parbhani,pathri,Pathri (M Cl),2001,2,19.219461,76.428416,ok,"Pathri, Parbhani district, Maharashtra, India"
Pune,alandi,Alandi (M),1991,3,18.677245,73.898113,ok,"Alandi, Pune district, Maharashtra, India"
Pune,baramati,Baramati (M),1991,3,18.219854,74.453405,ok,"Baramati, Pune district, Maharashtra, India"
Pune,bhigwan,Bhigwan (Ct),1991,1,18.297701,74.754985,ok,"Bhigwan, Pune district, Maharashtra, India"
Pune,bhor,Bhor (M),1991,3,18.212761,73.816366,ok,"Bhor, Pune district, Maharashtra, India"
Pune,bopkhel,Bopkhel (Ct),1991,1,18.577592,73.853318,ok,"Bopkhel, Pune district, Maharashtra, India"
Pune,daund,Daund (M),1991,4,18.483435,74.362169,ok,"Daund, Pune district, Maharashtra, India"
Pune,dehu,Dehu (Ct),1991,3,18.720819,73.766044,ok,"Dehu, Pune district, Maharashtra, India"
Pune,dehu road,Dehu Road (Cantt.),1991,3,18.680047,73.734331,ok_photon,"Dehu Road, Pune district, Maharashtra, India"
Pune,dhankawadi,Dhankawadi (Ct),1991,1,18.465285,73.855026,ok,"Dhankawadi, Pune district, Maharashtra, India"
Pune,hadapsar,Hadapsar (Ct),1991,1,18.500774,73.937915,ok,"Hadapsar, Pune district, Maharashtra, India"
Pune,indapur,Indapur (M),1991,3,18.11253,74.923865,ok,"Indapur, Pune district, Maharashtra, India"
Pune,jejuri,Jejuri (M),1991,3,18.276899,74.160229,ok,"Jejuri, Pune district, Maharashtra, India"
Pune,junnar,Junnar (M),1991,3,19.200681,73.976819,ok,"Junnar, Pune district, Maharashtra, India"
Pune,kalamb,Kalamb (Ct),1991,1,19.043973,73.95622,ok,"Kalamb, Pune district, Maharashtra, India"
Pune,kalas,Kalas (Ct),1991,1,18.581566,73.872627,ok,"Kalas, Pune district, Maharashtra, India"
Pune,khadakvasla,Khadakvasla (Ct),1991,1,18.441842,73.768048,ok_photon,"Khadakwasla, Pune district, Maharashtra, India"
Pune,khadkale,Khadkale (Ct),1991,3,18.673712,73.706379,ok_photon,"Khadkale, Pune district, Maharashtra, India"
Pune,kharadi,Kharadi (Ct),1991,1,18.551276,73.941658,ok,"Kharadi, Pune district, Maharashtra, India"
Pune,kirkee,Kirkee (Cantt.),1991,3,18.564172,73.840453,ok_photon,"Khadki, Pune district, Maharashtra, India"
Pune,kivale,Kivale (Ct),1991,1,18.673712,73.706379,ok_photon,"Kivale, Pune district, Maharashtra, India"
Pune,lohagaon,Lohagaon (Ct),1991,1,18.602321,73.936428,ok_arcgis,"Lohagaon, Pune district, Maharashtra, India"
Pune,lonavala,Lonavala (M),1991,3,18.750369,73.406944,ok,"Lonavala, Pune district, Maharashtra, India"
Pune,pimpri chinchwad,Pimpri Chinchwad (M.Corp.),1991,3,18.627929,73.800983,ok,"Pimpri Chinchwad, Pune district, Maharashtra, India"
Pune,pune,Pune (Cantt.),1991,6,18.521374,73.854507,ok_photon,"Pune, Pune district, Maharashtra, India"
Pune,sasvad,Sasvad (M),1991,3,18.472818,73.954518,ok,"Sasvad, Pune district, Maharashtra, India"
Pune,shirur,Shirur (M),1991,3,18.761099,74.209529,ok,"Shirur, Pune district, Maharashtra, India"
Pune,shivane,Shivane (Ct),1991,1,18.467041,73.793065,ok,"Shivane, Pune district, Maharashtra, India"
Pune,shivatkar (nira),Shivatkar (Nira) (Ct),1991,3,18.673712,73.706379,ok_photon,"Shivatkar, Pune district, Maharashtra, India"
Pune,talegaon dabhade,Talegaon Dabhade (M),1991,3,18.733711,73.672859,ok,"Talegaon Dabhade, Pune district, Maharashtra, India"
Pune,vadgaon,Vadgaon (Ct),1991,2,18.742587,73.63666,ok,"Vadgaon, Pune district, Maharashtra, India"
Pune,vadgaon bk,Vadgaon Bk (Ct),1991,1,18.459219,73.825605,ok,"Vadgaon Bk, Pune district, Maharashtra, India"
Pune,vadgaon sheri,Vadgaon Sheri (Ct),1991,1,18.742587,73.63666,ok_photon,"Vadgaon Sheri, Pune district, Maharashtra, India"
Pune,warje,Warje (Ct),1991,1,18.482044,73.80017,ok,"Warje, Pune district, Maharashtra, India"
Pune,manchar,Manchar (Ct),2001,2,19.00333,73.942711,ok,"Manchar, Pune district, Maharashtra, India"
Pune,rajgurunagar (khed),Rajgurunagar (Khed) (Ct),2001,2,18.855538,73.886395,ok,"Rajgurunagar (Khed), Pune district, Maharashtra, India"
Pune,chakan,Chakan (Ct),2001,2,18.762311,73.862545,ok,"Chakan, Pune district, Maharashtra, India"
Pune,kusgaon budruk,Kusgaon Budruk (Ct),2001,1,18.328519,73.816867,ok_photon,"Kusgaon Budruk, Pune district, Maharashtra, India"
Pune,tathavade,Tathavade (Ct),2001,1,18.673712,73.706379,ok_photon,"Tathavade, Pune district, Maharashtra, India"
Pune,koregaon bhima,Koregaon Bhima (Ct),2011,1,19.035781,73.600805,ok_photon,"Koregaon Bhima, Pune district, Maharashtra, India"
Pune,sanaswadi,Sanaswadi (Ct),2011,1,18.368914,73.813416,ok,"Sanaswadi, Pune district, Maharashtra, India"
Pune,kharabwadi,Kharabwadi (Ct),2011,1,18.75754,73.840459,ok,"Kharabwadi, Pune district, Maharashtra, India"
Pune,nanekarwadi,Nanekarwadi (Ct),2011,1,18.673712,73.706379,ok_photon,"Nanekarwadi, Pune district, Maharashtra, India"
Pune,medankarwadi,Medankarwadi (Ct),2011,1,18.673712,73.706379,ok_photon,"Medankarwadi, Pune district, Maharashtra, India"
Pune,wadagaon,Wadagaon (Ct),2011,1,18.863117,73.658111,ok_arcgis,"Wadagaon, Pune district, Maharashtra, India"
Pune,kusgaon bk.,Kusgaon Bk. (Ct),2011,1,18.328519,73.816867,ok,"Kusgaon Bk., Pune district, Maharashtra, India"
Pune,hinjavadi,Hinjavadi (Ct),2011,1,18.592753,73.738215,ok,"Hinjavadi, Pune district, Maharashtra, India"
Pune,pirangut,Pirangut (Ct),2011,1,18.511282,73.679007,ok,"Pirangut, Pune district, Maharashtra, India"
Pune,wagholi,Wagholi (Ct),2011,1,18.58063,73.98331,ok,"Wagholi, Pune district, Maharashtra, India"
Pune,yewalewadi,Yewalewadi (Ct),2011,1,18.435828,73.896364,ok,"Yewalewadi, Pune district, Maharashtra, India"
Pune,jalochi,Jalochi (Ct),2011,1,18.673712,73.706379,ok_photon,"Jalochi, Pune district, Maharashtra, India"
Raigarh,alibag,Alibag (M),1991,3,18.640776,72.871808,ok,"Alibag, Raigarh district, Maharashtra, India"
Raigarh,goregaon,Goregaon (Ct),1991,3,18.153771,73.295683,ok,"Goregaon, Raigarh district, Maharashtra, India"
Raigarh,karjat,Karjat (Ct),1991,3,18.910139,73.324437,ok,"Karjat, Raigarh district, Maharashtra, India"
Raigarh,kegaon,Kegaon (Ct),1991,3,18.886583,72.913494,ok_arcgis,"Kegaon, Raigarh district, Maharashtra, India"
Raigarh,khopoli,Khopoli (M),1991,3,18.787747,73.343818,fallback,"Khopoli, Maharashtra, India"
Raigarh,mahad,Mahad (M),1991,3,18.082609,73.436477,ok,"Mahad, Raigarh district, Maharashtra, India"
Raigarh,matheran,Matheran (M),1991,3,18.990154,73.270019,fallback,"Matheran, Maharashtra, India"
Raigarh,mhasla,Mhasla (Ct),1991,3,18.132019,73.10679,fallback,"Mhasla, Maharashtra, India"
Raigarh,murud,Murud (M),1991,2,18.332423,72.9543,ok,"Murud, Raigarh district, Maharashtra, India"
Raigarh,neral,Neral (Ct),1991,3,19.029059,73.319286,ok,"Neral, Raigarh district, Maharashtra, India"
Raigarh,"new bombay(panvel,raigarh)ct","New Bombay(Panvel,Raigarh)Ct",1991,1,18.998317,73.120332,ok_photon,"New Bombay(Panvel,Raigarh)Ct, Raigarh, Maharashtra, India"
Raigarh,pali,Pali (Ct),1991,3,18.536389,73.221708,ok,"Pali, Raigarh district, Maharashtra, India"
Raigarh,panvel,Panvel (M),1991,3,18.995151,73.12091,ok,"Panvel, Raigarh district, Maharashtra, India"
Raigarh,pen,Pen (M),1991,3,18.734691,73.09421,ok,"Pen, Raigarh district, Maharashtra, India"
Raigarh,revdanda,Revdanda (Ct),1991,1,18.547065,72.927267,fallback,"Revdanda, Maharashtra, India"
Raigarh,roha ashtami,Roha Ashtami (M),1991,3,18.434286,73.118129,ok_photon,"Roha, Raigarh district, Maharashtra, India"
Raigarh,shrivardhan,Shrivardhan (M),1991,3,18.049863,73.017411,ok,"Shrivardhan, Raigarh district, Maharashtra, India"
Raigarh,taloje panchnad,Taloje Panchnad (Ct),1991,2,19.079148,73.087858,ok_photon,"Taloje Panchnad, Raigarh, Maharashtra, India"
Raigarh,uran,Uran (M),1991,3,18.8808,72.9386,fallback,"Uran, Maharashtra, India"
Raigarh,kalundre,Kalundre (Ct),2001,2,18.975994,73.124958,ok_arcgis,"Kalundre, Raigarh district, Maharashtra, India"
Raigarh,"navi mumbai (panvel, raigarh)","Navi Mumbai (Panvel, Raigarh) (Ct)",2001,1,18.950304,72.824965,ok_photon,"Navi Mumbai, Raigarh district, Maharashtra, India"
Raigarh,ambivali tarf wankhal,Ambivali Tarf Wankhal (Ct),2001,1,19.241298,73.147347,ok_photon,"Ambivali Tarf Wankhal, Maharashtra, India"
Raigarh,mohpada alias wasambe,Mohpada Alias Wasambe (Ct),2001,2,18.908091,73.18452,ok_arcgis,"Mohpada Alias Wasambe, Raigarh district, Maharashtra, India"
Raigarh,nagothana,Nagothana (Ct),2001,1,18.544066,73.136293,fallback,"Nagothana, Maharashtra, India"
Raigarh,dhatau,Dhatau (Ct),2001,2,18.434286,73.118129,ok_photon,"Dhatau, Raigarh district, Maharashtra, India"
Raigarh,utekhol,Utekhol (Ct),2001,2,18.434286,73.118129,ok_photon,"Utekhol, Raigarh district, Maharashtra, India"
Raigarh,birwadi,Birwadi (Ct),2001,2,18.423095,73.036079,fallback,"Birwadi, Maharashtra, India"
Raigarh,poladpur,Poladpur (Ct),2001,2,17.991472,73.466083,ok,"Poladpur, Raigarh district, Maharashtra, India"
Raigarh,navghar,Navghar (Ct),2011,1,18.891596,72.985642,fallback,"Navghar, Maharashtra, India"
Raigarh,chanje,Chanje (Ct),2011,1,18.434286,73.118129,ok_photon,"Chanje, Raigarh district, Maharashtra, India"
Raigarh,jasai,Jasai (Ct),2011,1,18.93178,73.01883,fallback,"Jasai, Maharashtra, India"
Raigarh,talode panchnad,Talode Panchnad (Ct),2011,1,19.079148,73.087858,ok_photon,"Talode Panchnad, Raigarh, Maharashtra, India"
Raigarh,kharghar,Kharghar (Ct),2011,1,19.05253,73.073511,fallback,"Kharghar, Maharashtra, India"
Raigarh,navi mumbai panvel raigarh,Navi Mumbai Panvel Raigarh (Ct),2011,1,19.034243,73.062787,ok_photon,"Navi Mumbai Panvel Raigarh, Raigarh district, Maharashtra, India"
Raigarh,palidevad,Palidevad (Ct),2011,1,18.434286,73.118129,ok_photon,"Palidevad, Raigarh district, Maharashtra, India"
Raigarh,vadghar,Vadghar (Ct),2011,1,18.035953,73.590932,fallback,"Vadghar, Maharashtra, India"
Raigarh,owle,Owle (Ct),2011,1,18.434286,73.118129,ok_photon,"Owle, Raigarh district, Maharashtra, India"
Raigarh,ambivali t. tungartan,Ambivali T. Tungartan (Ct),2011,1,18.434286,73.118129,ok_photon,"Ambivali T. Tungartan, Raigarh district, Maharashtra, India"
Raigarh,rees,Rees (Ct),2011,1,18.434286,73.118129,ok_photon,"Rees, Raigarh district, Maharashtra, India"
Raigarh,dadar,Dadar (Ct),2011,1,19.019227,72.842848,fallback,"Dadar, Maharashtra, India"
Raigarh,zotirpada,Zotirpada (Ct),2011,1,18.434286,73.118129,ok_photon,"Zotirpada, Raigarh district, Maharashtra, India"
Raigarh,ambepur,Ambepur (Ct),2011,1,18.434286,73.118129,ok_photon,"Ambepur, Raigarh district, Maharashtra, India"
Raigarh,chendhare,Chendhare (Ct),2011,1,18.434286,73.118129,ok_photon,"Chendhare, Raigarh district, Maharashtra, India"
Raigarh,kurul,Kurul (Ct),2011,1,18.641589,72.894441,fallback,"Kurul, Maharashtra, India"
Raigarh,murud janjira,Murud Janjira (M Cl),2011,1,18.333454,72.954241,fallback,"Murud Janjira, Maharashtra, India"
Raigarh,nagothane,Nagothane (Ct),2011,1,18.53666,73.138417,ok,"Nagothane, Raigarh district, Maharashtra, India"
Raigarh,bhuwaneshwar,Bhuwaneshwar (Ct),2011,1,18.434286,73.118129,ok_photon,"Bhuwaneshwar, Raigarh district, Maharashtra, India"
Raigarh,borli panchtan,Borli Panchtan (Ct),2011,1,18.171752,73.003808,ok_photon,"Borli Panchtan, Raigarh district, Maharashtra, India"
Raigarh,nadgaon tarf birwadi,Nadgaon Tarf Birwadi (Ct),2011,1,18.097681,73.461795,fallback,"Nadgaon Tarf Birwadi, Maharashtra, India"
Ratnagiri,alore,Alore (Ct),1991,1,16.98838,73.299312,ok_photon,"Alorye, Ratnagiri district, Maharashtra, India"
Ratnagiri,chiplun,Chiplun (M),1991,3,17.525341,73.515567,ok,"Chiplun, Ratnagiri district, Maharashtra, India"
Ratnagiri,dabhol,Dabhol (Ct),1991,2,17.588993,73.182402,ok,"Dabhol, Ratnagiri district, Maharashtra, India"
Ratnagiri,dapoli camp,Dapoli Camp (Ct),1991,3,17.753059,73.196836,ok_photon,"Dapoli, Ratnagiri district, Maharashtra, India"
Ratnagiri,harnai,Harnai (Ct),1991,1,17.812569,73.092481,ok,"Harnai, Ratnagiri district, Maharashtra, India"
Ratnagiri,khed,Khed (M),1991,3,17.71257,73.410664,ok,"Khed, Ratnagiri district, Maharashtra, India"
Ratnagiri,rajapur,Rajapur (M),1991,3,16.65332,73.51485,ok,"Rajapur, Ratnagiri district, Maharashtra, India"
Ratnagiri,ratnagiri,Ratnagiri (M),1991,3,16.993352,73.295437,ok,"Ratnagiri, Ratnagiri district, Maharashtra, India"
Ratnagiri,jalgaon,Jalgaon (Ct),2001,2,17.709946,73.248154,ok,"Jalgaon, Ratnagiri district, Maharashtra, India"
Ratnagiri,kherdi,Kherdi (Ct),2001,2,17.282608,73.456979,ok_photon,"Kherdi, Ratnagiri, Maharashtra, India"
Ratnagiri,guhagar,Guhagar (Ct),2001,1,17.483836,73.191061,ok,"Guhagar, Ratnagiri district, Maharashtra, India"
Ratnagiri,nachane,Nachane (Ct),2001,2,16.985613,73.335733,ok,"Nachane, Ratnagiri district, Maharashtra, India"
Ratnagiri,lanja,Lanja (Ct),2001,2,16.85896,73.548689,ok,"Lanja, Ratnagiri district, Maharashtra, India"
Ratnagiri,gimhavane,Gimhavane (Ct),2011,1,16.98838,73.299312,ok_photon,"Gimhavane, Ratnagiri district, Maharashtra, India"
Ratnagiri,mouje anjanvel,Mouje Anjanvel (Ct),2011,1,17.563445,73.166757,ok_photon,"Mouje Anjanvel, Ratnagiri, Maharashtra, India"
Ratnagiri,zadgaon,Zadgaon (Ct),2011,1,17.282608,73.456979,ok_photon,"Zadgaon, Ratnagiri, Maharashtra, India"
Ratnagiri,karle,Karle (Ct),2011,1,16.863115,73.650482,ok,"Karle, Ratnagiri district, Maharashtra, India"
Ratnagiri,kuwarbav,Kuwarbav (Ct),2011,1,16.995171,73.349028,ok,"Kuwarbav, Ratnagiri district, Maharashtra, India"
Ratnagiri,devrukh,Devrukh (Ct),2011,1,17.063849,73.620897,ok,"Devrukh, Ratnagiri district, Maharashtra, India"
Sangli,ashta,Ashta (M),1991,3,16.9452,74.4071,ok,"Ashta, Sangli district, Maharashtra, India"
Sangli,ii)kupwadi (og),Ii)Kupwadi (Og),1991,1,17.172693,74.586765,ok_photon,"Kupwadi, Sangli district, Maharashtra, India"
Sangli,ii)vanleswadi (og),Ii)Vanleswadi (Og),1991,1,17.172693,74.586765,ok_photon,"Vanleswadi, Sangli district, Maharashtra, India"
Sangli,madhavnagar (c.t.),Madhavnagar (C.T.),1991,1,17.06338,75.073775,ok_photon,"Madhavnagar, Sangli district, Maharashtra, India"
Sangli,manadur,Manadur (Ct),1991,2,17.171955,73.906359,fallback,"Manadur, Maharashtra, India"
