speciesKey,species,scientificName,order,family,iucn_code,iucn_category
2475410,Merops orientalis,"Merops orientalis Latham, 1801",Coraciiformes,Meropidae,LC,LEAST_CONCERN
11273070,Ortygornis pondicerianus,"Ortygornis pondicerianus (J.F.Gmelin, 1789)",Galliformes,Phasianidae,LC,LEAST_CONCERN
2496347,Eudynamys scolopaceus,"Eudynamys scolopaceus (Linnaeus, 1758)",Cuculiformes,Cuculidae,LC,LEAST_CONCERN
5229167,Milvus migrans,"Milvus migrans (Boddaert, 1783)",Accipitriformes,Accipitridae,LC,LEAST_CONCERN
5846290,Saxicola maurus,"Saxicola maurus (Pallas, 1773)",Passeriformes,Muscicapidae,NE,NOT_EVALUATED
2479226,Psittacula krameri,"Psittacula krameri (Scopoli, 1769)",Psittaciformes,Psittacidae,LC,LEAST_CONCERN
nan,nan,"Tachyspiza Kaup, 1844",nan,nan,NE,NOT_EVALUATED
2482499,Corvus splendens,"Corvus splendens Vieillot, 1817",Passeriformes,Corvidae,LC,LEAST_CONCERN
6101224,Spilopelia chinensis,"Spilopelia chinensis (Scopoli, 1786)",Columbiformes,Columbidae,LC,LEAST_CONCERN
5232005,Centropus sinensis,"Centropus sinensis (Stephens, 1815)",Cuculiformes,Cuculidae,LC,LEAST_CONCERN
2486131,Pycnonotus cafer,"Pycnonotus cafer (Linnaeus, 1766)",Passeriformes,Pycnonotidae,LC,LEAST_CONCERN
7341522,Phylloscopus humei,"Phylloscopus humei (W.E.Brooks, 1878)",Passeriformes,Phylloscopidae,LC,LEAST_CONCERN
9600020,Dicrurus leucophaeus,"Dicrurus leucophaeus Vieillot, 1817",Passeriformes,Dicruridae,LC,LEAST_CONCERN
6066512,Microcarbo niger,"Microcarbo niger (Vieillot, 1817)",Suliformes,Phalacrocoracidae,LC,LEAST_CONCERN
2492758,Prinia inornata,"Prinia inornata Sykes, 1832",Passeriformes,Cisticolidae,LC,LEAST_CONCERN
2480311,Charadrius alexandrinus,Anarhynchus alexandrinus,Charadriiformes,Charadriidae,LC,LEAST_CONCERN
2495414,Columba livia,"Columba livia J.F.Gmelin, 1789",Columbiformes,Columbidae,LC,LEAST_CONCERN
2493970,Dicrurus macrocercus,"Dicrurus macrocercus Vieillot, 1817",Passeriformes,Dicruridae,LC,LEAST_CONCERN
2486151,Pycnonotus jocosus,"Pycnonotus jocosus (Linnaeus, 1758)",Passeriformes,Pycnonotidae,LC,LEAST_CONCERN
6100941,Sturnia pagodarum,"Sturnia pagodarum (Gmelin, 1789)",Passeriformes,Sturnidae,LC,LEAST_CONCERN
6100870,Motacilla maderaspatensis,"Motacilla maderaspatensis Gmelin, 1789",Passeriformes,Motacillidae,LC,LEAST_CONCERN
5231190,Passer domesticus,"Passer domesticus (Linnaeus, 1758)",Passeriformes,Passeridae,LC,LEAST_CONCERN
2489362,Zosterops palpebrosus,"Zosterops palpebrosus (Temminck, 1824)",Passeriformes,Zosteropidae,LC,LEAST_CONCERN
2480880,Egretta intermedia,"Ardea intermedia Wagler, 1829",Pelecaniformes,Ardeidae,NE,NOT_EVALUATED
2494056,Ploceus philippinus,"Ploceus philippinus (Linnaeus, 1766)",Passeriformes,Ploceidae,LC,LEAST_CONCERN
2488963,Oriolus xanthornus,"Oriolus xanthornus (Linnaeus, 1758)",Passeriformes,Oriolidae,LC,LEAST_CONCERN
2480327,Pluvialis squatarola,"Pluvialis squatarola (Linnaeus, 1758)",Charadriiformes,Charadriidae,VU,VULNERABLE
7340608,Cinnyris asiaticus,"Cinnyris asiaticus (Latham, 1790)",Passeriformes,Nectariniidae,LC,LEAST_CONCERN
5788893,Saxicoloides fulicatus,"Copsychus fulicatus (Linnaeus, 1766)",Passeriformes,Muscicapidae,LC,LEAST_CONCERN
2480863,Nycticorax nycticorax,"Nycticorax nycticorax (Linnaeus, 1758)",Pelecaniformes,Ardeidae,LC,LEAST_CONCERN
2489005,Acridotheres tristis,"Acridotheres tristis (Linnaeus, 1766)",Passeriformes,Sturnidae,LC,LEAST_CONCERN
5228662,Apus affinis,"Apus affinis (J.E.Gray, 1830)",Apodiformes,Apodidae,LC,LEAST_CONCERN
2493598,Lonchura punctulata,"Lonchura punctulata (Linnaeus, 1758)",Passeriformes,Estrildidae,LC,LEAST_CONCERN
6087954,Rhipidura albogularis,"Rhipidura albogularis (Lesson, 1831)",Passeriformes,Rhipiduridae,LC,LEAST_CONCERN
2480876,Egretta garzetta,"Egretta garzetta (Linnaeus, 1766)",Pelecaniformes,Ardeidae,LC,LEAST_CONCERN
2481263,Gelochelidon nilotica,"Gelochelidon nilotica (J.F.Gmelin, 1789)",Charadriiformes,Laridae,LC,LEAST_CONCERN
5229131,Vanellus indicus,"Vanellus indicus (Boddaert, 1783)",Charadriiformes,Charadriidae,LC,LEAST_CONCERN
2498261,Aythya fuligula,"Aythya fuligula (Linnaeus, 1758)",Anseriformes,Anatidae,LC,LEAST_CONCERN
2493145,Acrocephalus dumetorum,"Acrocephalus dumetorum Blyth, 1849",Passeriformes,Acrocephalidae,LC,LEAST_CONCERN
2492428,Cyornis tickelliae,"Cyornis tickelliae Blyth, 1843",Passeriformes,Muscicapidae,LC,LEAST_CONCERN
5788516,Aquila hastata,"Clanga hastata (R.P.Lesson, 1831)",Accipitriformes,Accipitridae,VU,VULNERABLE
2486822,Pericrocotus cinnamomeus,"Pericrocotus cinnamomeus (Linnaeus, 1766)",Passeriformes,Campephagidae,LC,LEAST_CONCERN
2475923,Ocyceros birostris,"Ocyceros birostris (Scopoli, 1786)",Bucerotiformes,Bucerotidae,LC,LEAST_CONCERN
5228328,Halcyon smyrnensis,"Halcyon smyrnensis (Linnaeus, 1758)",Coraciiformes,Alcedinidae,LC,LEAST_CONCERN
7340537,Turdoides striata,"Argya striata (Dumont, 1823)",Passeriformes,Leiothrichidae,LC,LEAST_CONCERN
2490307,Motacilla citreola,"Motacilla citreola Pallas, 1776",Passeriformes,Motacillidae,LC,LEAST_CONCERN
7340278,Ptyonoprogne concolor,"Ptyonoprogne concolor (Sykes, 1832)",Passeriformes,Hirundinidae,LC,LEAST_CONCERN
5229126,Himantopus himantopus,"Himantopus himantopus (Linnaeus, 1758)",Charadriiformes,Recurvirostridae,LC,LEAST_CONCERN
2493028,Orthotomus sutorius,"Orthotomus sutorius (Pennant, 1769)",Passeriformes,Cisticolidae,LC,LEAST_CONCERN
2481800,Actitis hypoleucos,"Actitis hypoleucos (Linnaeus, 1758)",Charadriiformes,Scolopacidae,LC,LEAST_CONCERN
6100799,Emberiza lathami,"Emberiza lathami J.E.Gray, 1831",Passeriformes,Emberizidae,LC,LEAST_CONCERN
2481104,Phoeniconaias minor,"Phoeniconaias minor (É.Geoffroy Saint-Hilaire, 1798)",Phoenicopteriformes,Phoenicopteridae,NT,NEAR_THREATENED
2482487,Corvus macrorhynchos,"Corvus macrorhynchos Wagler, 1827",Passeriformes,Corvidae,LC,LEAST_CONCERN
2481947,Leptoptilos javanicus,"Leptoptilos javanicus (Horsfield, 1821)",Ciconiiformes,Ciconiidae,NT,NEAR_THREATENED
2480773,Plegadis falcinellus,"Plegadis falcinellus (Linnaeus, 1766)",Pelecaniformes,Threskiornithidae,LC,LEAST_CONCERN
2480934,Ardea purpurea,"Ardea purpurea Linnaeus, 1766",Pelecaniformes,Ardeidae,LC,LEAST_CONCERN
2493626,Lonchura malacca,"Lonchura malacca (Linnaeus, 1766)",Passeriformes,Estrildidae,LC,LEAST_CONCERN
2480905,Ardeola grayii,"Ardeola grayii (Sykes, 1832)",Pelecaniformes,Ardeidae,LC,LEAST_CONCERN
7340855,Leptocoma zeylonica,"Leptocoma zeylonica (Linnaeus, 1766)",Passeriformes,Nectariniidae,LC,LEAST_CONCERN
7341597,Gracupica contra,"Gracupica contra (Linnaeus, 1758)",Passeriformes,Sturnidae,LC,LEAST_CONCERN
2493974,Dicrurus caerulescens,"Dicrurus caerulescens (Linnaeus, 1758)",Passeriformes,Dicruridae,LC,LEAST_CONCERN
2482451,Dendrocitta vagabunda,"Dendrocitta vagabunda (Latham, 1790)",Passeriformes,Corvidae,LC,LEAST_CONCERN
5789082,Euodice malabarica,"Euodice malabarica (Linnaeus, 1758)",Passeriformes,Estrildidae,LC,LEAST_CONCERN
2498404,Dendrocygna javanica,"Dendrocygna javanica (Horsfield, 1821)",Anseriformes,Anatidae,LC,LEAST_CONCERN
2492752,Prinia socialis,"Prinia socialis Sykes, 1832",Passeriformes,Cisticolidae,LC,LEAST_CONCERN
2480482,Circus aeruginosus,"Circus aeruginosus (Linnaeus, 1758)",Accipitriformes,Accipitridae,LC,LEAST_CONCERN
2480767,Threskiornis melanocephalus,"Threskiornis melanocephalus (Latham, 1790)",Pelecaniformes,Threskiornithidae,LC,LEAST_CONCERN
2486625,Hypothymis azurea,"Hypothymis azurea (Boddaert, 1783)",Passeriformes,Monarchidae,LC,LEAST_CONCERN
2490310,Motacilla cinerea,"Motacilla cinerea Tunstall, 1771",Passeriformes,Motacillidae,LC,LEAST_CONCERN
6101223,Spilopelia senegalensis,"Spilopelia senegalensis (Linnaeus, 1766)",Columbiformes,Columbidae,LC,LEAST_CONCERN
2492754,Prinia sylvatica,"Prinia sylvatica Jerdon, 1840",Passeriformes,Cisticolidae,LC,LEAST_CONCERN
2498015,Tadorna ferruginea,"Tadorna ferruginea (Pallas, 1764)",Anseriformes,Anatidae,LC,LEAST_CONCERN
2480726,Pandion haliaetus,"Pandion haliaetus (Linnaeus, 1758)",Accipitriformes,Pandionidae,LC,LEAST_CONCERN
2492960,Sylvia curruca,"Curruca curruca (Linnaeus, 1758)",Passeriformes,Sylviidae,LC,LEAST_CONCERN
5793241,Pernis ptilorhynchus,"Pernis ptilorhynchus (Temminck, 1821)",Accipitriformes,Accipitridae,LC,LEAST_CONCERN
2480637,Accipiter nisus,"Accipiter nisus (Linnaeus, 1758)",Accipitriformes,Accipitridae,LC,LEAST_CONCERN
2477102,Cypsiurus balasiensis,"Cypsiurus balasiensis (J.E.Gray, 1829)",Apodiformes,Apodidae,LC,LEAST_CONCERN
2492680,Copsychus saularis,"Copsychus saularis (Linnaeus, 1758)",Passeriformes,Muscicapidae,LC,LEAST_CONCERN
7691806,Psilopogon haemacephalus,"Psilopogon haemacephalus (P.L.S.Müller, 1776)",Piciformes,Megalaimidae,LC,LEAST_CONCERN
2486687,Terpsiphone paradisi,"Terpsiphone paradisi (Linnaeus, 1758)",Passeriformes,Monarchidae,LC,LEAST_CONCERN
9523325,Oriolus kundoo,"Oriolus kundoo Sykes, 1832",Passeriformes,Oriolidae,LC,LEAST_CONCERN
2481938,Mycteria leucocephala,"Mycteria leucocephala (Pennant, 1769)",Ciconiiformes,Ciconiidae,LC,LEAST_CONCERN
2484723,Dicaeum erythrorhynchos,"Dicaeum erythrorhynchos (Latham, 1790)",Passeriformes,Dicaeidae,LC,LEAST_CONCERN
2494459,Carpodacus erythrinus,"Carpodacus erythrinus (Pallas, 1770)",Passeriformes,Fringillidae,LC,LEAST_CONCERN
9273219,Lanius schach,"Lanius schach Linnaeus, 1758",Passeriformes,Laniidae,LC,LEAST_CONCERN
5788886,Ficedula albicilla,"Ficedula albicilla (Pallas, 1811)",Passeriformes,Muscicapidae,LC,LEAST_CONCERN
2480778,Pseudibis papillosa,"Pseudibis papillosa (Temminck, 1824)",Pelecaniformes,Threskiornithidae,LC,LEAST_CONCERN
2484096,Aegithina tiphia,"Aegithina tiphia (Linnaeus, 1758)",Passeriformes,Aegithinidae,LC,LEAST_CONCERN
2475532,Alcedo atthis,"Alcedo atthis (Linnaeus, 1758)",Coraciiformes,Alcedinidae,LC,LEAST_CONCERN
2480437,Haliastur indus,"Haliastur indus (Boddaert, 1783)",Accipitriformes,Accipitridae,LC,LEAST_CONCERN
2481890,Phalacrocorax carbo,"Phalacrocorax carbo (Linnaeus, 1758)",Suliformes,Phalacrocoracidae,LC,LEAST_CONCERN
5788823,Ammomanes phoenicura,"Ammomanes phoenicura (Franklin, 1831)",Passeriformes,Alaudidae,LC,LEAST_CONCERN
2486770,Coracina macei,"Coracina macei (Lesson, 1831)",Passeriformes,Campephagidae,LC,LEAST_CONCERN
5232083,Glaucidium radiatum,"Glaucidium radiatum (Tickell, 1833)",Strigiformes,Strigidae,LC,LEAST_CONCERN
2493314,Turdoides malcolmi,"Argya malcolmi (Sykes, 1832)",Passeriformes,Leiothrichidae,LC,LEAST_CONCERN
5230801,Hirundo smithii,"Hirundo smithii Leach & K.D.Koenig, 1818",Passeriformes,Hirundinidae,LC,LEAST_CONCERN
2490277,Anthus rufulus,"Anthus rufulus Vieillot, 1818",Passeriformes,Motacillidae,LC,LEAST_CONCERN
5229055,Psittacula eupatria,"Psittacula eupatria (Linnaeus, 1766)",Psittaciformes,Psittacidae,NT,NEAR_THREATENED
9274012,Spatula querquedula,"Spatula querquedula (Linnaeus, 1758)",Anseriformes,Anatidae,LC,LEAST_CONCERN
2492851,Lanius vittatus,"Lanius vittatus Valenciennes, 1826",Passeriformes,Laniidae,LC,LEAST_CONCERN
2474377,Fulica atra,"Fulica atra Linnaeus, 1758",Gruiformes,Rallidae,LC,LEAST_CONCERN
9752617,Ardea alba,"Ardea alba Linnaeus, 1758",Pelecaniformes,Ardeidae,LC,LEAST_CONCERN
2496379,Rhopodytes viridirostris,"Phaenicophaeus viridirostris (Jerdon, 1840)",Cuculiformes,Cuculidae,NE,NOT_EVALUATED
5230726,Chloropsis aurifrons,"Chloropsis aurifrons (Temminck, 1829)",Passeriformes,Chloropseidae,LC,LEAST_CONCERN
8250742,Calidris pugnax,"Calidris pugnax (Linnaeus, 1758)",Charadriiformes,Scolopacidae,LC,LEAST_CONCERN
2492675,Copsychus malabaricus,"Copsychus malabaricus (Scopoli, 1786)",Passeriformes,Muscicapidae,LC,LEAST_CONCERN
2498310,Nettapus coromandelianus,"Nettapus coromandelianus (J.F.Gmelin, 1789)",Anseriformes,Anatidae,LC,LEAST_CONCERN
2480433,Spilornis cheela,"Spilornis cheela (Latham, 1790)",Accipitriformes,Accipitridae,LC,LEAST_CONCERN
2481918,Ciconia episcopus,"Ciconia episcopus (Boddaert, 1783)",Ciconiiformes,Ciconiidae,NT,NEAR_THREATENED
9616058,Falco tinnunculus,"Falco tinnunculus Linnaeus, 1758",Falconiformes,Falconidae,LC,LEAST_CONCERN
5788816,Eremopterix griseus,"Eremopterix griseus (Scopoli, 1786)",Passeriformes,Alaudidae,LC,LEAST_CONCERN
9450106,Anas poecilorhyncha,"Anas poecilorhyncha J.R.Forster, 1781",Anseriformes,Anatidae,LC,LEAST_CONCERN
2481670,Limnodromus scolopaceus,"Limnodromus scolopaceus (Say, 1822)",Charadriiformes,Scolopacidae,NT,NEAR_THREATENED
2474732,Amaurornis phoenicurus,"Amaurornis phoenicurus (Pennant, 1769)",Gruiformes,Rallidae,LC,LEAST_CONCERN
2490585,Mirafra javanica,"Mirafra javanica Horsfield, 1821",Passeriformes,Alaudidae,LC,LEAST_CONCERN
2496279,Cacomantis passerinus,"Cacomantis passerinus (Vahl, 1797)",Cuculiformes,Cuculidae,LC,LEAST_CONCERN
4408780,Muscicapa latirostris,"Muscicapa dauurica Pallas, 1811",Passeriformes,Muscicapidae,NE,NOT_EVALUATED
2474416,Porphyrio porphyrio,"Porphyrio poliocephalus (Latham, 1801)",Gruiformes,Rallidae,LC,LEAST_CONCERN
9701857,Motacilla flava,"Motacilla flava Linnaeus, 1758",Passeriformes,Motacillidae,LC,LEAST_CONCERN
7341580,Sturnia malabarica,"Sturnia malabarica (Gmelin, 1789)",Passeriformes,Sturnidae,LC,LEAST_CONCERN
5229044,Psittacula cyanocephala,"Psittacula cyanocephala (Linnaeus, 1766)",Psittaciformes,Psittacidae,LC,LEAST_CONCERN
9797180,Ardea cinerea,"Ardea cinerea Linnaeus, 1758",Pelecaniformes,Ardeidae,LC,LEAST_CONCERN
2491585,Emberiza striolata,"Emberiza striolata (M.H.K.Lichtenstein, 1823)",Passeriformes,Emberizidae,LC,LEAST_CONCERN
2484887,Sitta castanea,"Sitta castanea Lesson, 1830",Passeriformes,Sittidae,LC,LEAST_CONCERN
2481889,Phalacrocorax fuscicollis,"Phalacrocorax fuscicollis Stephens, 1826",Suliformes,Phalacrocoracidae,LC,LEAST_CONCERN
5739315,Phoenicurus ochruros,"Phoenicurus ochruros (S.G.Gmelin, 1774)",Passeriformes,Muscicapidae,LC,LEAST_CONCERN
6101070,Parus cinereus,"Parus cinereus Vieillot, 1818",Passeriformes,Paridae,NE,NOT_EVALUATED
2492605,Ficedula parva,"Ficedula parva (Bechstein, 1792)",Passeriformes,Muscicapidae,LC,LEAST_CONCERN
9451184,Pavo cristatus,"Pavo cristatus Linnaeus, 1758",Galliformes,Phasianidae,LC,LEAST_CONCERN
2492519,Saxicola caprata,"Saxicola caprata (Linnaeus, 1766)",Passeriformes,Muscicapidae,LC,LEAST_CONCERN
2481019,Falco chicquera,"Falco chicquera Daudin, 1800",Falconiformes,Falconidae,NT,NEAR_THREATENED
5789279,Sternula albifrons,"Sternula albifrons (Pallas, 1764)",Charadriiformes,Laridae,LC,LEAST_CONCERN
2477411,Tachymarptis melba,"Tachymarptis melba (Linnaeus, 1758)",Apodiformes,Apodidae,LC,LEAST_CONCERN
2480801,Platalea leucorodia,"Platalea leucorodia Linnaeus, 1758",Pelecaniformes,Threskiornithidae,LC,LEAST_CONCERN
2482048,Tachybaptus ruficollis,"Tachybaptus ruficollis (Pallas, 1764)",Podicipediformes,Podicipedidae,LC,LEAST_CONCERN
2480372,Elanus caeruleus,"Elanus caeruleus (Desfontaines, 1789)",Accipitriformes,Accipitridae,LC,LEAST_CONCERN
2484857,Tephrodornis pondicerianus,"Tephrodornis pondicerianus (Gmelin, 1789)",Passeriformes,Tephrodornithidae,LC,LEAST_CONCERN
2481713,Tringa glareola,"Tringa glareola Linnaeus, 1758",Charadriiformes,Scolopacidae,LC,LEAST_CONCERN
2492766,Prinia hodgsonii,"Prinia hodgsonii Blyth, 1844",Passeriformes,Cisticolidae,LC,LEAST_CONCERN
2475379,Coracias benghalensis,"Coracias benghalensis (Linnaeus, 1758)",Coraciiformes,Coraciidae,LC,LEAST_CONCERN
2490672,Galerida malabarica,"Galerida malabarica (Scopoli, 1786)",Passeriformes,Alaudidae,LC,LEAST_CONCERN
2498255,Aythya ferina,"Aythya ferina (Linnaeus, 1758)",Anseriformes,Anatidae,VU,VULNERABLE
7340540,Cinnyris lotenius,"Cinnyris lotenius (Linnaeus, 1766)",Passeriformes,Nectariniidae,LC,LEAST_CONCERN
2481850,Metopidius indicus,"Metopidius indicus (Latham, 1790)",Charadriiformes,Jacanidae,LC,LEAST_CONCERN
2481749,Calidris minuta,"Calidris minuta (Leisler, 1812)",Charadriiformes,Scolopacidae,LC,LEAST_CONCERN
2489006,Acridotheres fuscus,"Acridotheres fuscus (Wagler, 1827)",Passeriformes,Sturnidae,LC,LEAST_CONCERN
2475452,Merops philippinus,"Merops philippinus Linnaeus, 1767",Coraciiformes,Meropidae,LC,LEAST_CONCERN
8214667,Anas crecca,"Anas crecca Linnaeus, 1758",Anseriformes,Anatidae,LC,LEAST_CONCERN
9717283,Cecropis daurica,"Cecropis daurica (Laxmann, 1769)",Passeriformes,Hirundinidae,LC,LEAST_CONCERN
2481726,Tringa nebularia,"Tringa nebularia (Gunnerus, 1767)",Charadriiformes,Scolopacidae,LC,LEAST_CONCERN
2481703,Xenus cinereus,"Xenus cinereus (Güldenstädt, 1775)",Charadriiformes,Scolopacidae,LC,LEAST_CONCERN
4352332,Phoenicopterus roseus,"Phoenicopterus roseus Pallas, 1811",Phoenicopteriformes,Phoenicopteridae,LC,LEAST_CONCERN
2493248,Pellorneum ruficeps,"Pellorneum ruficeps Swainson, 1832",Passeriformes,Pellorneidae,LC,LEAST_CONCERN
7760921,Psilopogon zeylanicus,"Psilopogon zeylanicus (J.F.Gmelin, 1788)",Piciformes,Megalaimidae,LC,LEAST_CONCERN
6100845,Oenanthe fusca,"Oenanthe fusca (Blyth, 1851)",Passeriformes,Muscicapidae,LC,LEAST_CONCERN
2493971,Dicrurus aeneus,"Dicrurus aeneus Vieillot, 1817",Passeriformes,Dicruridae,LC,LEAST_CONCERN
2490246,Anthus trivialis,"Anthus trivialis (Linnaeus, 1758)",Passeriformes,Motacillidae,LC,LEAST_CONCERN
2486119,Pycnonotus luteolus,"Pycnonotus luteolus (Lesson, 1841)",Passeriformes,Pycnonotidae,LC,LEAST_CONCERN
2493084,Phylloscopus trochiloides,"Phylloscopus trochiloides (Sundevall, 1837)",Passeriformes,Phylloscopidae,LC,LEAST_CONCERN
4408796,Ptyonoprogne rupestris,"Ptyonoprogne rupestris (Scopoli, 1769)",Passeriformes,Hirundinidae,LC,LEAST_CONCERN
2490274,Anthus campestris,"Anthus campestris (Linnaeus, 1758)",Passeriformes,Motacillidae,LC,LEAST_CONCERN
8332393,Spatula clypeata,"Spatula clypeata (Linnaeus, 1758)",Anseriformes,Anatidae,LC,LEAST_CONCERN
5846272,Turdus simillimus,"Turdus simillimus Jerdon, 1839",Passeriformes,Turdidae,LC,LEAST_CONCERN
2493969,Dicrurus paradiseus,"Dicrurus paradiseus (Linnaeus, 1766)",Passeriformes,Dicruridae,LC,LEAST_CONCERN
5788501,Nisaetus cirrhatus,"Nisaetus cirrhatus (Gmelin, 1788)",Accipitriformes,Accipitridae,LC,LEAST_CONCERN
2495757,Treron phoenicopterus,"Treron phoenicopterus (Latham, 1790)",Columbiformes,Columbidae,LC,LEAST_CONCERN
9687165,Motacilla alba,"Motacilla alba Linnaeus, 1758",Passeriformes,Motacillidae,LC,LEAST_CONCERN
4408732,Luscinia svecica,"Luscinia svecica (Linnaeus, 1758)",Passeriformes,Muscicapidae,LC,LEAST_CONCERN
2493332,Pomatorhinus horsfieldii,"Pomatorhinus horsfieldii Sykes, 1832",Passeriformes,Timaliidae,LC,LEAST_CONCERN
2495681,Streptopelia orientalis,"Streptopelia orientalis (Latham, 1790)",Columbiformes,Columbidae,LC,LEAST_CONCERN
5231752,Rhipidura aureola,"Rhipidura aureola Lesson, 1831",Passeriformes,Rhipiduridae,LC,LEAST_CONCERN
2492557,Muscicapa muttui,"Muscicapa muttui (E.L.Layard, 1854)",Passeriformes,Muscicapidae,LC,LEAST_CONCERN
7796884,Psilopogon viridis,"Psilopogon viridis (Boddaert, 1783)",Piciformes,Megalaimidae,LC,LEAST_CONCERN
2498415,Upupa epops,"Upupa epops Linnaeus, 1758",Bucerotiformes,Upupidae,LC,LEAST_CONCERN
