speciesKey,species,scientificName,order,family,iucn_code,iucn_category
2481792,Numenius arquata,"Numenius arquata (Linnaeus, 1758)",Charadriiformes,Scolopacidae,NT,NEAR_THREATENED
6065810,Chroicocephalus genei,"Chroicocephalus genei (Brème, 1839)",Charadriiformes,Laridae,NE,NOT_EVALUATED
8966665,Yungipicus nanus,"Yungipicus nanus (Vigors, 1832)",Piciformes,Picidae,NE,NOT_EVALUATED
5231264,Luscinia brunnea,"Larvivora brunnea Hodgson, 1837",Passeriformes,Muscicapidae,LC,LEAST_CONCERN
2481741,Calidris ferruginea,"Calidris ferruginea (Pontoppidan, 1763)",Charadriiformes,Scolopacidae,VU,VULNERABLE
2486823,Pericrocotus erythropygius,"Pericrocotus erythropygius (Jerdon, 1840)",Passeriformes,Campephagidae,LC,LEAST_CONCERN
5229249,Sterna dougallii,"Sterna dougallii Montagu, 1813",Charadriiformes,Laridae,LC,LEAST_CONCERN
2481828,Gallinago stenura,"Gallinago stenura (Bonaparte, 1831)",Charadriiformes,Scolopacidae,LC,LEAST_CONCERN
5228386,Ceyx erithaca,"Ceyx erithaca (Linnaeus, 1758)",Coraciiformes,Alcedinidae,NT,NEAR_THREATENED
2477443,Hemiprocne coronata,"Hemiprocne coronata (Tickell, 1833)",Apodiformes,Hemiprocnidae,LC,LEAST_CONCERN
2493548,Locustella naevia,"Locustella naevia (Boddaert, 1783)",Passeriformes,Locustellidae,LC,LEAST_CONCERN
2484722,Dicaeum concolor,"Dicaeum concolor Jerdon, 1840",Passeriformes,Dicaeidae,LC,LEAST_CONCERN
2497755,Otus brucei,"Otus brucei (Hume, 1872)",Strigiformes,Strigidae,LC,LEAST_CONCERN
2496474,Taccocua leschenaultii,"Taccocua leschenaultii Lesson, 1830",Cuculiformes,Cuculidae,LC,LEAST_CONCERN
2481909,Ciconia nigra,"Ciconia nigra (Linnaeus, 1758)",Ciconiiformes,Ciconiidae,LC,LEAST_CONCERN
2481035,Falco subbuteo,"Falco subbuteo Linnaeus, 1758",Falconiformes,Falconidae,LC,LEAST_CONCERN
2475494,Alcedo meninting,"Alcedo meninting Horsfield, 1821",Coraciiformes,Alcedinidae,LC,LEAST_CONCERN
2490728,Turdus obscurus,"Turdus obscurus Gmelin, 1789",Passeriformes,Turdidae,LC,LEAST_CONCERN
2480910,Botaurus stellaris,"Botaurus stellaris (Linnaeus, 1758)",Pelecaniformes,Ardeidae,LC,LEAST_CONCERN
5789286,Onychoprion anaethetus,"Onychoprion anaethetus (Scopoli, 1786)",Charadriiformes,Laridae,LC,LEAST_CONCERN
2481784,Numenius phaeopus,"Numenius phaeopus (Linnaeus, 1758)",Charadriiformes,Scolopacidae,LC,LEAST_CONCERN
2481681,Limosa lapponica,"Limosa lapponica (Linnaeus, 1758)",Charadriiformes,Scolopacidae,NT,NEAR_THREATENED
2493055,Phylloscopus occipitalis,"Phylloscopus occipitalis (Blyth, 1845)",Passeriformes,Phylloscopidae,LC,LEAST_CONCERN
2493967,Dicrurus hottentottus,"Dicrurus hottentottus (Linnaeus, 1766)",Passeriformes,Dicruridae,LC,LEAST_CONCERN
5231342,Rhopocichla atriceps,"Dumetia atriceps (Jerdon, 1839)",Passeriformes,Timaliidae,LC,LEAST_CONCERN
2498259,Aythya nyroca,"Aythya nyroca (Güldenstädt, 1770)",Anseriformes,Anatidae,NT,NEAR_THREATENED
2481240,Thalasseus sandvicensis,"Thalasseus sandvicensis (Latham, 1787)",Charadriiformes,Laridae,LC,LEAST_CONCERN
2480383,Gyps bengalensis,"Gyps bengalensis (Gmelin, 1788)",Accipitriformes,Accipitridae,CR,CRITICALLY_ENDANGERED
8012314,Jynx torquilla,"Jynx torquilla Linnaeus, 1758",Piciformes,Picidae,LC,LEAST_CONCERN
2480757,Glareola pratincola,"Glareola pratincola (Linnaeus, 1766)",Charadriiformes,Glareolidae,LC,LEAST_CONCERN
6066180,Icthyophaga ichthyaetus,"Icthyophaga ichthyaetus (Horsfield, 1821)",Accipitriformes,Accipitridae,NT,NEAR_THREATENED
2480717,Sarcogyps calvus,"Sarcogyps calvus (Scopoli, 1786)",Accipitriformes,Accipitridae,CR,CRITICALLY_ENDANGERED
7342065,Sylvia crassirostris,"Curruca crassirostris (Cretzschmar, 1830)",Passeriformes,Sylviidae,LC,LEAST_CONCERN
2481759,Calidris alpina,"Calidris alpina (Linnaeus, 1758)",Charadriiformes,Scolopacidae,NT,NEAR_THREATENED
2474525,Gallirallus striatus,"Lewinia striata (Linnaeus, 1766)",Gruiformes,Rallidae,LC,LEAST_CONCERN
2480206,Pterocles indicus,"Pterocles indicus (Gmelin, 1789)",Pteroclidiformes,Pteroclididae,LC,LEAST_CONCERN
2491521,Emberiza bruniceps,"Emberiza bruniceps J.F.Brandt, 1841",Passeriformes,Emberizidae,LC,LEAST_CONCERN
2493608,Lonchura kelaarti,"Lonchura kelaarti (Jerdon, 1863)",Passeriformes,Estrildidae,LC,LEAST_CONCERN
2480185,Fregata andrewsi,"Fregata andrewsi Mathews, 1914",Suliformes,Fregatidae,VU,VULNERABLE
5232051,Harpactes fasciatus,"Harpactes fasciatus (Pennant, 1769)",Trogoniformes,Trogonidae,LC,LEAST_CONCERN
2480385,Gyps indicus,"Gyps indicus (Scopoli, 1786)",Accipitriformes,Accipitridae,CR,CRITICALLY_ENDANGERED
6101024,Iduna aedon,"Arundinax aedon (Pallas, 1776)",Passeriformes,Acrocephalidae,NE,NOT_EVALUATED
2480759,Glareola maldivarum,"Glareola maldivarum J.R.Forster, 1795",Charadriiformes,Glareolidae,LC,LEAST_CONCERN
5229132,Vanellus duvaucelii,"Vanellus duvaucelii (R.Lesson, 1826)",Charadriiformes,Charadriidae,NT,NEAR_THREATENED
5232229,Ketupa zeylonensis,"Ketupa zeylonensis (J.F.Gmelin, 1788)",Strigiformes,Strigidae,LC,LEAST_CONCERN
7342071,Hypsipetes ganeesa,"Hypsipetes ganeesa Sykes, 1832",Passeriformes,Pycnonotidae,LC,LEAST_CONCERN
2489004,Acridotheres ginginianus,"Acridotheres ginginianus (Latham, 1790)",Passeriformes,Sturnidae,LC,LEAST_CONCERN
2474627,Porzana parva,"Zapornia parva (Scopoli, 1769)",Gruiformes,Rallidae,LC,LEAST_CONCERN
2492558,Muscicapa ruficauda,"Ficedula ruficauda (Swainson, 1838)",Passeriformes,Muscicapidae,LC,LEAST_CONCERN
2481765,Calidris canutus,"Calidris canutus (Linnaeus, 1758)",Charadriiformes,Scolopacidae,NT,NEAR_THREATENED
2482089,Esacus recurvirostris,"Esacus recurvirostris (Cuvier, 1829)",Charadriiformes,Burhinidae,NT,NEAR_THREATENED
2493095,Phylloscopus inornatus,"Phylloscopus inornatus (Blyth, 1842)",Passeriformes,Phylloscopidae,LC,LEAST_CONCERN
2478592,Hemicircus canente,"Hemicircus canente (R.Lesson, 1832)",Piciformes,Picidae,LC,LEAST_CONCERN
2497135,Batrachostomus moniliger,"Batrachostomus moniliger Blyth, 1849",Caprimulgiformes,Podargidae,LC,LEAST_CONCERN
2484653,Arachnothera longirostra,"Arachnothera longirostra (Latham, 1790)",Passeriformes,Nectariniidae,LC,LEAST_CONCERN
2475392,Merops leschenaulti,"Merops leschenaulti Vieillot, 1817",Coraciiformes,Meropidae,LC,LEAST_CONCERN
6101031,Pericrocotus speciosus,"Pericrocotus speciosus (Latham, 1790)",Passeriformes,Campephagidae,NE,NOT_EVALUATED
2497295,Asio flammeus,"Asio flammeus (Pontoppidan, 1763)",Strigiformes,Strigidae,LC,LEAST_CONCERN
5228417,Pelargopsis capensis,"Pelargopsis capensis (Linnaeus, 1766)",Coraciiformes,Alcedinidae,LC,LEAST_CONCERN
2474831,Rallus aquaticus,"Rallus aquaticus Linnaeus, 1758",Gruiformes,Rallidae,LC,LEAST_CONCERN
2475458,Nyctyornis athertoni,"Nyctyornis athertoni (Jardine & Selby, 1828)",Coraciiformes,Meropidae,LC,LEAST_CONCERN
2495776,Treron bicinctus,"Treron bicinctus (Jerdon, 1840)",Columbiformes,Columbidae,LC,LEAST_CONCERN
2473362,Perdicula erythrorhyncha,"Perdicula erythrorhyncha (Sykes, 1832)",Galliformes,Phasianidae,LC,LEAST_CONCERN
2480998,Falco amurensis,"Falco amurensis Radde, 1863",Falconiformes,Falconidae,LC,LEAST_CONCERN
9758793,Cyornis pallidipes,"Cyornis pallidipes (Jerdon, 1840)",Passeriformes,Muscicapidae,LC,LEAST_CONCERN
2486748,Hemipus picatus,"Hemipus picatus (Sykes, 1832)",Passeriformes,Tephrodornithidae,LC,LEAST_CONCERN
6088887,Tephrodornis sylvicola,"Tephrodornis sylvicola Jerdon, 1839",Passeriformes,Tephrodornithidae,LC,LEAST_CONCERN
2481621,Stercorarius parasiticus,"Stercorarius parasiticus (Linnaeus, 1758)",Charadriiformes,Stercorariidae,LC,LEAST_CONCERN
5229054,Psittacula columboides,"Psittacula columboides (Vigors, 1830)",Psittaciformes,Psittacidae,LC,LEAST_CONCERN
2493124,Acrocephalus melanopogon,"Acrocephalus melanopogon (Temminck, 1823)",Passeriformes,Acrocephalidae,LC,LEAST_CONCERN
2487575,Salpornis spilonotus,"Salpornis spilonotus (Franklin, 1831)",Passeriformes,Certhiidae,LC,LEAST_CONCERN
9610931,Sitta frontalis,"Sitta frontalis Swainson, 1820",Passeriformes,Sittidae,LC,LEAST_CONCERN
5229230,Sterna paradisaea,"Sterna paradisaea Pontoppidan, 1763",Charadriiformes,Laridae,LC,LEAST_CONCERN
5231245,Oenanthe isabellina,"Oenanthe isabellina (Temminck, 1829)",Passeriformes,Muscicapidae,LC,LEAST_CONCERN
2474156,Coturnix coturnix,"Coturnix coturnix (Linnaeus, 1758)",Galliformes,Phasianidae,LC,LEAST_CONCERN
5228310,Halcyon pileata,"Halcyon pileata (Boddaert, 1783)",Coraciiformes,Alcedinidae,VU,VULNERABLE
2480967,Sula dactylatra,"Sula dactylatra Lesson, 1831",Suliformes,Sulidae,LC,LEAST_CONCERN
5228719,Picumnus innominatus,"Picumnus innominatus Burton, 1836",Piciformes,Picidae,LC,LEAST_CONCERN
5229145,Vanellus cinereus,"Vanellus cinereus (Blyth, 1842)",Charadriiformes,Charadriidae,LC,LEAST_CONCERN
2497464,Heteroglaux blewitti,"Athene blewitti (Hume, 1873)",Strigiformes,Strigidae,EN,ENDANGERED
2475001,Turnix sylvaticus,"Turnix sylvaticus (Desfontaines, 1789)",Charadriiformes,Turnicidae,LC,LEAST_CONCERN
6065768,Sternula saundersi,"Sternula saundersi (Hume, 1877)",Charadriiformes,Laridae,LC,LEAST_CONCERN
2480186,Fregata ariel,"Fregata ariel (G.R.Gray, 1845)",Suliformes,Fregatidae,LC,LEAST_CONCERN
2480999,Falco jugger,"Falco jugger J.E.Gray, 1834",Falconiformes,Falconidae,NT,NEAR_THREATENED
2495993,Ducula badia,"Ducula cuprea (Jerdon, 1840)",Columbiformes,Columbidae,LC,LEAST_CONCERN
2475443,Merops apiaster,"Merops apiaster Linnaeus, 1758",Coraciiformes,Meropidae,LC,LEAST_CONCERN
2474460,Rallina eurizonoides,"Rallina eurizonoides (Lafresnaye, 1845)",Gruiformes,Rallidae,LC,LEAST_CONCERN
5739290,Phalaropus lobatus,"Phalaropus lobatus (Linnaeus, 1758)",Charadriiformes,Scolopacidae,LC,LEAST_CONCERN
2481835,Lymnocryptes minimus,"Lymnocryptes minimus (Brünnich, 1764)",Charadriiformes,Scolopacidae,LC,LEAST_CONCERN
5229267,Sterna repressa,"Sterna repressa E.Hartert, 1916",Charadriiformes,Laridae,LC,LEAST_CONCERN
2492746,Prinia buchanani,"Prinia buchanani Blyth, 1844",Passeriformes,Cisticolidae,LC,LEAST_CONCERN
5789284,Onychoprion fuscatus,"Onychoprion fuscatus (Linnaeus, 1766)",Charadriiformes,Laridae,LC,LEAST_CONCERN
2481750,Calidris subminuta,"Calidris subminuta (Middendorff, 1853)",Charadriiformes,Scolopacidae,LC,LEAST_CONCERN
2480500,Aquila heliaca,"Aquila heliaca Savigny, 1809",Accipitriformes,Accipitridae,VU,VULNERABLE
5789153,Schoenicola platyurus,"Schoenicola platyurus (Jerdon, 1841)",Passeriformes,Locustellidae,NT,NEAR_THREATENED
2474945,Grus antigone,"Antigone antigone (Linnaeus, 1758)",Gruiformes,Gruidae,VU,VULNERABLE
5231927,Cuculus poliocephalus,"Cuculus poliocephalus Latham, 1790",Cuculiformes,Cuculidae,LC,LEAST_CONCERN
2481609,Stercorarius pomarinus,"Stercorarius pomarinus (Temminck, 1815)",Charadriiformes,Stercorariidae,LC,LEAST_CONCERN
5229045,Psittacula alexandri,"Psittacula alexandri (Linnaeus, 1758)",Psittaciformes,Psittacidae,NT,NEAR_THREATENED
8157718,Psilopogon malabaricus,"Psilopogon malabaricus (Blyth, 1847)",Piciformes,Megalaimidae,LC,LEAST_CONCERN
5229147,Vanellus leucurus,"Vanellus leucurus (M.H.K.Lichtenstein, 1823)",Charadriiformes,Charadriidae,LC,LEAST_CONCERN
2481207,Rynchops albicollis,"Rynchops albicollis Swainson, 1838",Charadriiformes,Laridae,EN,ENDANGERED
2492391,Cyanoptila cyanomelana,"Cyanoptila cyanomelana (Temminck, 1829)",Passeriformes,Muscicapidae,LC,LEAST_CONCERN
2480841,Gorsachius melanolophus,"Gorsachius melanolophus (Raffles, 1822)",Pelecaniformes,Ardeidae,LC,LEAST_CONCERN
2478522,Picus xanthopygaeus,"Picus xanthopygaeus (J.E.Gray & G.R.Gray, 1847)",Piciformes,Picidae,LC,LEAST_CONCERN
5231392,Megalurus palustris,"Megalurus palustris Horsfield, 1821",Passeriformes,Locustellidae,LC,LEAST_CONCERN
9573362,Picus chlorolophus,"Picus chlorolophus Vieillot, 1818",Piciformes,Picidae,LC,LEAST_CONCERN
2490283,Anthus cervinus,"Anthus cervinus (Pallas, 1811)",Passeriformes,Motacillidae,LC,LEAST_CONCERN
2492434,Cyornis rubeculoides,"Cyornis rubeculoides (Vigors, 1831)",Passeriformes,Muscicapidae,LC,LEAST_CONCERN
9566659,Charadrius hiaticula,"Charadrius hiaticula Linnaeus, 1758",Charadriiformes,Charadriidae,LC,LEAST_CONCERN
2480389,Gyps fulvus,"Gyps fulvus (Hablizl, 1783)",Accipitriformes,Accipitridae,LC,LEAST_CONCERN
2493324,Turdoides affinis,"Argya affinis (Jerdon, 1845)",Passeriformes,Leiothrichidae,LC,LEAST_CONCERN
5229171,Circus melanoleucos,"Circus melanoleucos (Pennant, 1769)",Accipitriformes,Accipitridae,LC,LEAST_CONCERN
7340331,Riparia chinensis,"Riparia chinensis (J.E.Gray, 1830)",Passeriformes,Hirundinidae,LC,LEAST_CONCERN
2492576,Muscicapa striata,"Muscicapa striata (Pallas, 1764)",Passeriformes,Muscicapidae,LC,LEAST_CONCERN
2474968,Turnix tanki,"Turnix tanki Blyth, 1843",Charadriiformes,Turnicidae,LC,LEAST_CONCERN
2482003,Oceanodroma monorhis,"Hydrobates monorhis (Swinhoe, 1867)",Procellariiformes,Hydrobatidae,NT,NEAR_THREATENED
6095444,Apus leuconyx,"Apus leuconyx (Blyth, 1845)",Apodiformes,Apodidae,NE,NOT_EVALUATED
12210360,Ketupa coromanda,"Ketupa coromanda (Latham, 1790)",Strigiformes,Strigidae,NE,NOT_EVALUATED
5229390,Phalaropus fulicarius,"Phalaropus fulicarius (Linnaeus, 1758)",Charadriiformes,Scolopacidae,LC,LEAST_CONCERN
9561629,Gyps himalayensis,"Gyps himalayensis Hume, 1869",Accipitriformes,Accipitridae,NT,NEAR_THREATENED
2489160,Riparia riparia,"Riparia riparia (Linnaeus, 1758)",Passeriformes,Hirundinidae,LC,LEAST_CONCERN
5228839,Dryocopus javensis,"Dryocopus javensis (Horsfield, 1821)",Piciformes,Picidae,LC,LEAST_CONCERN
2494036,Ploceus manyar,"Ploceus manyar (Horsfield, 1821)",Passeriformes,Ploceidae,LC,LEAST_CONCERN
5789152,Chaetornis striata,"Schoenicola striatus (Jerdon, 1841)",Passeriformes,Locustellidae,VU,VULNERABLE
5229261,Sterna acuticauda,"Sterna acuticauda J.E.Gray, 1831",Charadriiformes,Laridae,EN,ENDANGERED
5231269,Ficedula subrubra,"Ficedula subrubra (Hartert & F.Steinbacher, 1934)",Passeriformes,Muscicapidae,VU,VULNERABLE
2491489,Emberiza stewarti,"Emberiza stewarti (Blyth, 1854)",Passeriformes,Emberizidae,LC,LEAST_CONCERN
2481120,Chlidonias leucopterus,"Chlidonias leucopterus (Temminck, 1815)",Charadriiformes,Laridae,LC,LEAST_CONCERN
2480308,Charadrius asiaticus,Anarhynchus asiaticus,Charadriiformes,Charadriidae,LC,LEAST_CONCERN
2488999,Gracula religiosa,"Gracula religiosa Linnaeus, 1758",Passeriformes,Sturnidae,LC,LEAST_CONCERN
5231238,Oenanthe picata,"Oenanthe picata (Blyth, 1847)",Passeriformes,Muscicapidae,LC,LEAST_CONCERN
2481205,Rissa tridactyla,"Rissa tridactyla (Linnaeus, 1758)",Charadriiformes,Laridae,VU,VULNERABLE
2490669,Galerida cristata,"Galerida cristata (Linnaeus, 1758)",Passeriformes,Alaudidae,LC,LEAST_CONCERN
2480449,Haliaeetus albicilla,"Haliaeetus albicilla (Linnaeus, 1758)",Accipitriformes,Accipitridae,LC,LEAST_CONCERN
7982160,Larus canus,"Larus canus Linnaeus, 1758",Charadriiformes,Laridae,LC,LEAST_CONCERN
9751099,Cairina moschata,"Cairina moschata (Linnaeus, 1758)",Anseriformes,Anatidae,LC,LEAST_CONCERN
2480972,Sula sula,"Sula sula (Linnaeus, 1766)",Suliformes,Sulidae,LC,LEAST_CONCERN
2498017,Anser albifrons,"Anser albifrons (Scopoli, 1769)",Anseriformes,Anatidae,LC,LEAST_CONCERN
2482054,Podiceps cristatus,"Podiceps cristatus (Linnaeus, 1758)",Podicipediformes,Podicipedidae,LC,LEAST_CONCERN
2495005,Hypocolius ampelinus,"Hypocolius ampelinus Bonaparte, 1850",Passeriformes,Hypocoliidae,LC,LEAST_CONCERN
2489214,Delichon urbicum,"Delichon urbicum (Linnaeus, 1758)",Passeriformes,Hirundinidae,LC,LEAST_CONCERN
5229138,Vanellus gregarius,"Vanellus gregarius (Pallas, 1771)",Charadriiformes,Charadriidae,CR,CRITICALLY_ENDANGERED
2496847,Caprimulgus mahrattensis,"Caprimulgus mahrattensis Sykes, 1832",Caprimulgiformes,Caprimulgidae,LC,LEAST_CONCERN
2490303,Motacilla tschutschensis,"Motacilla tschutschensis Gmelin, 1789",Passeriformes,Motacillidae,LC,LEAST_CONCERN
5788504,Nisaetus kelaarti,"Nisaetus kelaarti (Legge, 1878)",Accipitriformes,Accipitridae,NE,NOT_EVALUATED
2497701,Otus scops,"Otus scops (Linnaeus, 1758)",Strigiformes,Strigidae,LC,LEAST_CONCERN
5231233,Oenanthe pleschanka,"Oenanthe pleschanka (Lepechin, 1770)",Passeriformes,Muscicapidae,LC,LEAST_CONCERN
5229199,Dromas ardeola,"Dromas ardeola Paykull, 1805",Charadriiformes,Dromadidae,LC,LEAST_CONCERN
2486813,Pericrocotus ethologus,"Pericrocotus ethologus Bangs & J.C.Phillips, 1914",Passeriformes,Campephagidae,LC,LEAST_CONCERN
2473700,Galloperdix lunulata,"Galloperdix lunulata (Valenciennes, 1825)",Galliformes,Phasianidae,LC,LEAST_CONCERN
2493019,Seicercus burkii,"Phylloscopus burkii (Burton, 1836)",Passeriformes,Phylloscopidae,LC,LEAST_CONCERN
2481213,Gygis alba,"Gygis alba (Sparrman, 1786)",Charadriiformes,Laridae,LC,LEAST_CONCERN
2481905,Ephippiorhynchus asiaticus,"Ephippiorhynchus asiaticus (Latham, 1790)",Ciconiiformes,Ciconiidae,NT,NEAR_THREATENED
2479798,Melopsittacus undulatus,"Melopsittacus undulatus (Shaw, 1805)",Psittaciformes,Psittacidae,LC,LEAST_CONCERN
2477342,Zoonavena sylvatica,"Zoonavena sylvatica (Tickell, 1846)",Apodiformes,Apodidae,LC,LEAST_CONCERN
2486789,Coracina melaschistos,"Lalage melaschistos (Hodgson, 1836)",Passeriformes,Campephagidae,LC,LEAST_CONCERN
2492521,Saxicola rubetra,"Saxicola rubetra (Linnaeus, 1758)",Passeriformes,Muscicapidae,LC,LEAST_CONCERN
2487395,Cephalopyrus flammiceps,"Cephalopyrus flammiceps (Burton, 1836)",Passeriformes,Remizidae,LC,LEAST_CONCERN
5231900,Cuculus sparverioides,"Hierococcyx sparverioides (Vigors, 1832)",Cuculiformes,Cuculidae,NE,NOT_EVALUATED
2490956,Monticola saxatilis,"Monticola saxatilis (Linnaeus, 1766)",Passeriformes,Muscicapidae,LC,LEAST_CONCERN
2480420,Pernis apivorus,"Pernis apivorus (Linnaeus, 1758)",Accipitriformes,Accipitridae,LC,LEAST_CONCERN
5788511,Lophotriorchis kienerii,"Lophotriorchis kienerii (Sparre, 1835)",Accipitriformes,Accipitridae,NT,NEAR_THREATENED
9743996,Phaethon aethereus,"Phaethon aethereus Linnaeus, 1758",Phaethontiformes,Phaethontidae,LC,LEAST_CONCERN
12232620,Ketupa nipalensis,"Ketupa nipalensis (Hodgson, 1836)",Strigiformes,Strigidae,NE,NOT_EVALUATED
2492963,Sylvia nana,"Curruca nana Hemprich & Ehrenberg, 1833",Passeriformes,Sylviidae,LC,LEAST_CONCERN
9480191,Mareca falcata,"Mareca falcata (Georgi, 1775)",Anseriformes,Anatidae,LC,LEAST_CONCERN
9512459,Anous stolidus,"Anous stolidus (Linnaeus, 1758)",Charadriiformes,Laridae,LC,LEAST_CONCERN
5230986,Calandrella acutirostris,"Calandrella acutirostris Hume, 1873",Passeriformes,Alaudidae,LC,LEAST_CONCERN
2480975,Sula leucogaster,"Sula leucogaster (Boddaert, 1783)",Suliformes,Sulidae,LC,LEAST_CONCERN
2481364,Phaethon lepturus,"Phaethon lepturus Daudin, 1802",Phaethontiformes,Phaethontidae,LC,LEAST_CONCERN
2482065,Podiceps nigricollis,"Podiceps nigricollis C.L.Brehm, 1831",Podicipediformes,Podicipedidae,LC,LEAST_CONCERN
2490290,Anthus roseatus,"Anthus roseatus Blyth, 1847",Passeriformes,Motacillidae,LC,LEAST_CONCERN
2492943,Sylvia communis,"Curruca communis (Latham, 1787)",Passeriformes,Sylviidae,LC,LEAST_CONCERN
9809229,Sturnus vulgaris,"Sturnus vulgaris Linnaeus, 1758",Passeriformes,Sturnidae,LC,LEAST_CONCERN
