speciesKey,species,scientificName,order,family,iucn_code,iucn_category
8303453,Ichthyaetus hemprichii,"Ichthyaetus hemprichii (Bruch, 1855)",Charadriiformes,Laridae,NE,NOT_EVALUATED
2481723,Tringa guttifer,"Tringa guttifer (Nordmann, 1835)",Charadriiformes,Scolopacidae,EN,ENDANGERED
2492543,Luscinia cyane,"Larvivora cyane (Pallas, 1776)",Passeriformes,Muscicapidae,LC,LEAST_CONCERN
2493633,Taeniopygia guttata,"Taeniopygia guttata (Vieillot, 1817)",Passeriformes,Estrildidae,LC,LEAST_CONCERN
5788854,Saxicola ferreus,"Saxicola ferreus J.E.Gray & G.R.Gray, 1847",Passeriformes,Muscicapidae,LC,LEAST_CONCERN
7606380,Buteo refectus,"Buteo refectus Portenko, 1935",Accipitriformes,Accipitridae,LC,LEAST_CONCERN
5228280,Eurystomus orientalis,"Eurystomus orientalis (Linnaeus, 1766)",Coraciiformes,Coraciidae,LC,LEAST_CONCERN
2486815,Pericrocotus roseus,"Pericrocotus roseus (Vieillot, 1818)",Passeriformes,Campephagidae,LC,LEAST_CONCERN
2481613,Stercorarius longicaudus,"Stercorarius longicaudus Vieillot, 1819",Charadriiformes,Stercorariidae,LC,LEAST_CONCERN
2473341,Numida meleagris,"Numida meleagris (Linnaeus, 1758)",Galliformes,Numididae,LC,LEAST_CONCERN
2496467,Clamator coromandus,"Clamator coromandus (Linnaeus, 1766)",Cuculiformes,Cuculidae,LC,LEAST_CONCERN
5229163,Pelecanus philippensis,"Pelecanus philippensis Gmelin, 1789",Pelecaniformes,Pelecanidae,NT,NEAR_THREATENED
2493075,Phylloscopus fuscatus,"Phylloscopus fuscatus (Blyth, 1842)",Passeriformes,Phylloscopidae,LC,LEAST_CONCERN
2482051,Podiceps grisegena,"Podiceps grisegena (Boddaert, 1783)",Podicipediformes,Podicipedidae,LC,LEAST_CONCERN
2495134,Dromaius novaehollandiae,"Dromaius novaehollandiae (Latham, 1790)",Casuariiformes,Dromaiidae,LC,LEAST_CONCERN
2492854,Lanius minor,"Lanius minor Gmelin, 1788",Passeriformes,Laniidae,LC,LEAST_CONCERN
2495820,Treron sphenurus,"Treron sphenurus (Vigors, 1832)",Columbiformes,Columbidae,LC,LEAST_CONCERN
2492537,Luscinia calliope,"Calliope calliope (Pallas, 1776)",Passeriformes,Muscicapidae,LC,LEAST_CONCERN
2481119,Chlidonias niger,"Chlidonias niger (Linnaeus, 1758)",Charadriiformes,Laridae,LC,LEAST_CONCERN
2491544,Emberiza pusilla,"Emberiza pusilla Pallas, 1776",Passeriformes,Emberizidae,LC,LEAST_CONCERN
2486817,Pericrocotus cantonensis,"Pericrocotus cantonensis Swinhoe & P.L.Sclater, 1861",Passeriformes,Campephagidae,LC,LEAST_CONCERN
7340315,Riparia diluta,"Riparia diluta (Sharpe & Wyatt, 1893)",Passeriformes,Hirundinidae,LC,LEAST_CONCERN
2480706,Aviceda leuphotes,"Aviceda leuphotes (Dumont, 1820)",Accipitriformes,Accipitridae,LC,LEAST_CONCERN
2490890,Zoothera dauma,"Zoothera dauma (Latham, 1790)",Passeriformes,Turdidae,LC,LEAST_CONCERN
5231257,Luscinia pectoralis,"Calliope pectoralis Gould, 1837",Passeriformes,Muscicapidae,NE,NOT_EVALUATED
2477127,Hirundapus giganteus,"Hirundapus giganteus (Temminck, 1825)",Apodiformes,Apodidae,LC,LEAST_CONCERN
4845776,Lonchura oryzivora,"Padda oryzivora (Linnaeus, 1758)",Passeriformes,Estrildidae,EN,ENDANGERED
2496253,Cacomantis merulinus,"Cacomantis merulinus (Scopoli, 1786)",Cuculiformes,Cuculidae,LC,LEAST_CONCERN
2491482,Emberiza hortulana,"Emberiza hortulana Linnaeus, 1758",Passeriformes,Emberizidae,LC,LEAST_CONCERN
5229165,Aegypius monachus,"Aegypius monachus (Linnaeus, 1766)",Accipitriformes,Accipitridae,NT,NEAR_THREATENED
6066181,Icthyophaga humilis,"Icthyophaga humilis (S.Muller & Schlegel, 1841)",Accipitriformes,Accipitridae,NT,NEAR_THREATENED
2474863,Chlamydotis macqueenii,"Chlamydotis macqueenii (J.E.Gray, 1832)",Otidiformes,Otididae,VU,VULNERABLE
5788860,Erythropygia galactotes,"Cercotrichas galactotes (Temminck, 1820)",Passeriformes,Muscicapidae,LC,LEAST_CONCERN
2480740,Cursorius cursor,"Cursorius cursor (Latham, 1787)",Charadriiformes,Glareolidae,LC,LEAST_CONCERN
2498034,Anser cygnoides,"Anser cygnoides (Linnaeus, 1758)",Anseriformes,Anatidae,EN,ENDANGERED
2492867,Lanius senator,"Lanius senator Linnaeus, 1758",Passeriformes,Laniidae,NT,NEAR_THREATENED
5229344,Puffinus pacificus,"Ardenna pacifica (J.F.Gmelin, 1789)",Procellariiformes,Procellariidae,LC,LEAST_CONCERN
2481958,Gavia stellata,"Gavia stellata (Pontoppidan, 1763)",Gaviiformes,Gaviidae,LC,LEAST_CONCERN
2479977,Nymphicus hollandicus,"Nymphicus hollandicus (Kerr, 1792)",Psittaciformes,Psittacidae,LC,LEAST_CONCERN
2480350,Pelecanus onocrotalus,"Pelecanus onocrotalus Linnaeus, 1758",Pelecaniformes,Pelecanidae,LC,LEAST_CONCERN
7745240,Lanius collurio,"Lanius collurio Linnaeus, 1758",Passeriformes,Laniidae,LC,LEAST_CONCERN
2481605,Bulweria fallax,"Bulweria fallax Jouanin, 1955",Procellariiformes,Procellariidae,NT,NEAR_THREATENED
2490659,Alaemon alaudipes,"Alaemon alaudipes (Desfontaines, 1789)",Passeriformes,Alaudidae,LC,LEAST_CONCERN
2480353,Pelecanus crispus,"Pelecanus crispus Bruch, 1832",Pelecaniformes,Pelecanidae,NT,NEAR_THREATENED
2484097,Aegithina nigrolutea,"Aegithina nigrolutea (G.F.L.Marshall, 1876)",Passeriformes,Aegithinidae,LC,LEAST_CONCERN
5232451,Branta ruficollis,"Branta ruficollis (Pallas, 1769)",Anseriformes,Anatidae,VU,VULNERABLE
2495342,Oena capensis,"Oena capensis (Linnaeus, 1766)",Columbiformes,Columbidae,LC,LEAST_CONCERN
11211157,Prinia lepida,"Prinia lepida Blyth, 1844",Passeriformes,Cisticolidae,NE,NOT_EVALUATED
2490609,Melanocorypha bimaculata,"Melanocorypha bimaculata (Ménétriés, 1832)",Passeriformes,Alaudidae,LC,LEAST_CONCERN
5227919,Francolinus francolinus,"Francolinus francolinus (Linnaeus, 1766)",Galliformes,Phasianidae,LC,LEAST_CONCERN
5230985,Calandrella raytal,"Alaudala raytal (Blyth, 1845)",Passeriformes,Alaudidae,LC,LEAST_CONCERN
8109681,Caprimulgus europaeus,"Caprimulgus europaeus Linnaeus, 1758",Caprimulgiformes,Caprimulgidae,LC,LEAST_CONCERN
4408670,Lanius phoenicuroides,"Lanius phoenicuroides (Schalow, 1875)",Passeriformes,Laniidae,LC,LEAST_CONCERN
2498343,Cygnus olor,"Cygnus olor (J.F.Gmelin, 1789)",Anseriformes,Anatidae,LC,LEAST_CONCERN
5788855,Saxicola macrorhynchus,"Saxicola macrorhynchus (Stoliczka, 1872)",Passeriformes,Muscicapidae,VU,VULNERABLE
5788868,Oenanthe chrysopygia,"Oenanthe chrysopygia (Filippi, 1863)",Passeriformes,Muscicapidae,LC,LEAST_CONCERN
2494394,Bucanetes githagineus,"Bucanetes githagineus (M.H.K.Lichtenstein, 1823)",Passeriformes,Fringillidae,LC,LEAST_CONCERN
2487925,Parus nuchalis,"Machlolophus nuchalis (Jerdon, 1845)",Passeriformes,Paridae,VU,VULNERABLE
9548093,Cuculus saturatus,"Cuculus saturatus Blyth, 1843",Cuculiformes,Cuculidae,LC,LEAST_CONCERN
2480194,Pterocles senegallus,"Pterocles senegallus (Linnaeus, 1771)",Pteroclidiformes,Pteroclididae,LC,LEAST_CONCERN
9813242,Falco columbarius,"Falco columbarius Linnaeus, 1758",Falconiformes,Falconidae,LC,LEAST_CONCERN
2481671,Limnodromus semipalmatus,"Limnodromus semipalmatus (Blyth, 1848)",Charadriiformes,Scolopacidae,NT,NEAR_THREATENED
2498390,Marmaronetta angustirostris,"Marmaronetta angustirostris (Ménétries, 1832)",Anseriformes,Anatidae,NT,NEAR_THREATENED
9235549,Sibirionetta formosa,"Sibirionetta formosa (Georgi, 1775)",Anseriformes,Anatidae,LC,LEAST_CONCERN
2480506,Aquila chrysaetos,"Aquila chrysaetos (Linnaeus, 1758)",Accipitriformes,Accipitridae,LC,LEAST_CONCERN
2498026,Anser erythropus,"Anser erythropus (Linnaeus, 1758)",Anseriformes,Anatidae,VU,VULNERABLE
2492364,Carpospiza brachydactyla,"Carpospiza brachydactyla (Bonaparte, 1850)",Passeriformes,Passeridae,LC,LEAST_CONCERN
2490255,Anthus spinoletta,"Anthus spinoletta (Linnaeus, 1758)",Passeriformes,Motacillidae,LC,LEAST_CONCERN
2497306,Asio otus,"Asio otus (Linnaeus, 1758)",Strigiformes,Strigidae,LC,LEAST_CONCERN
5231209,Passer hispaniolensis,"Passer hispaniolensis (Temminck, 1820)",Passeriformes,Passeridae,LC,LEAST_CONCERN
5789159,Acrocephalus orinus,"Acrocephalus orinus Oberholser, 1905",Passeriformes,Acrocephalidae,LC,LEAST_CONCERN
2481181,Larus cachinnans,"Larus cachinnans Pallas, 1811",Charadriiformes,Laridae,LC,LEAST_CONCERN
2492855,Lanius nubicus,"Lanius nubicus Lichtenstein, 1823",Passeriformes,Laniidae,LC,LEAST_CONCERN
2490694,Eremopterix nigriceps,"Eremopterix nigriceps (Gould, 1839)",Passeriformes,Alaudidae,LC,LEAST_CONCERN
5231240,Oenanthe oenanthe,"Oenanthe oenanthe (Linnaeus, 1758)",Passeriformes,Muscicapidae,LC,LEAST_CONCERN
2493623,Lonchura atricapilla,"Lonchura atricapilla (Vieillot, 1807)",Passeriformes,Estrildidae,LC,LEAST_CONCERN
5229359,Puffinus tenuirostris,"Ardenna tenuirostris (Temminck, 1836)",Procellariiformes,Procellariidae,LC,LEAST_CONCERN
2495464,Columba eversmanni,"Columba eversmanni Bonaparte, 1856",Columbiformes,Columbidae,VU,VULNERABLE
4408790,Turdus atrogularis,"Turdus atrogularis Jarocki, 1819",Passeriformes,Turdidae,LC,LEAST_CONCERN
2480487,Circus cyaneus,"Circus cyaneus (Linnaeus, 1766)",Accipitriformes,Accipitridae,LC,LEAST_CONCERN
2498265,Aythya marila,"Aythya marila (Linnaeus, 1761)",Anseriformes,Anatidae,LC,LEAST_CONCERN
5229371,Puffinus persicus,"Puffinus persicus Hume, 1872",Procellariiformes,Procellariidae,LC,LEAST_CONCERN
5843953,Puffinus bailloni,"Puffinus bailloni (Bonaparte, 1857)",Procellariiformes,Procellariidae,LC,LEAST_CONCERN
2482492,Corvus corax,"Corvus corax Linnaeus, 1758",Passeriformes,Corvidae,LC,LEAST_CONCERN
5228676,Apus apus,"Apus apus (Linnaeus, 1758)",Apodiformes,Apodidae,LC,LEAST_CONCERN
2481746,Calidris ruficollis,"Calidris ruficollis (Pallas, 1776)",Charadriiformes,Scolopacidae,NT,NEAR_THREATENED
5231003,Monticola rufiventris,"Monticola rufiventris (Jardine & Selby, 1833)",Passeriformes,Muscicapidae,LC,LEAST_CONCERN
5229378,Puffinus carneipes,"Ardenna carneipes (Gould, 1844)",Procellariiformes,Procellariidae,NT,NEAR_THREATENED
5739317,Phoenicurus phoenicurus,"Phoenicurus phoenicurus (Linnaeus, 1758)",Passeriformes,Muscicapidae,LC,LEAST_CONCERN
2493550,Locustella lanceolata,"Locustella lanceolata (Temminck, 1840)",Passeriformes,Locustellidae,LC,LEAST_CONCERN
2480242,Vanellus vanellus,"Vanellus vanellus (Linnaeus, 1758)",Charadriiformes,Charadriidae,NT,NEAR_THREATENED
6100888,Geokichla sibirica,"Geokichla sibirica (Pallas, 1776)",Passeriformes,Turdidae,LC,LEAST_CONCERN
2498402,Dendrocygna bicolor,"Dendrocygna bicolor (Vieillot, 1816)",Anseriformes,Anatidae,LC,LEAST_CONCERN
9803471,Anous minutus,"Anous minutus F.Boie, 1844",Charadriiformes,Laridae,LC,LEAST_CONCERN
2481744,Calidris melanotos,"Calidris melanotos (Vieillot, 1819)",Charadriiformes,Scolopacidae,LC,LEAST_CONCERN
2481361,Phaethon rubricauda,"Phaethon rubricauda Boddaert, 1783",Phaethontiformes,Phaethontidae,LC,LEAST_CONCERN
2484677,Aethopyga siparaja,"Aethopyga siparaja (Raffles, 1822)",Passeriformes,Nectariniidae,LC,LEAST_CONCERN
2480708,Aviceda jerdoni,"Aviceda jerdoni (Blyth, 1842)",Accipitriformes,Accipitridae,LC,LEAST_CONCERN
2496890,Caprimulgus macrurus,"Caprimulgus macrurus Horsfield, 1821",Caprimulgiformes,Caprimulgidae,LC,LEAST_CONCERN
7340244,Pycnonotus flaviventris,"Rubigula flaviventris (Tickell, 1833)",Passeriformes,Pycnonotidae,LC,LEAST_CONCERN
2493082,Phylloscopus subviridis,"Phylloscopus subviridis (W.E.Brooks, 1872)",Passeriformes,Phylloscopidae,LC,LEAST_CONCERN
9537647,Mergus merganser,"Mergus merganser Linnaeus, 1758",Anseriformes,Anatidae,LC,LEAST_CONCERN
7387276,Chrysocolaptes guttacristatus,"Chrysocolaptes guttacristatus (Tickell, 1833)",Piciformes,Picidae,LC,LEAST_CONCERN
2489220,Delichon dasypus,"Delichon dasypus (Bonaparte, 1850)",Passeriformes,Hirundinidae,LC,LEAST_CONCERN
2475991,Anthracoceros albirostris,"Anthracoceros albirostris (Shaw, 1808)",Bucerotiformes,Bucerotidae,LC,LEAST_CONCERN
6101232,Treron phayrei,"Treron phayrei (Blyth, 1862)",Columbiformes,Columbidae,NT,NEAR_THREATENED
9715040,Dicrurus annectens,"Dicrurus annectens (Hodgson, 1836)",Passeriformes,Dicruridae,LC,LEAST_CONCERN
2482587,Cissa chinensis,"Cissa chinensis (Boddaert, 1783)",Passeriformes,Corvidae,LC,LEAST_CONCERN
9347692,Calliope tschebaiewi,"Calliope tschebaiewi Przevalski, 1876",Passeriformes,Muscicapidae,LC,LEAST_CONCERN
2490774,Turdus viscivorus,"Turdus viscivorus Linnaeus, 1758",Passeriformes,Turdidae,LC,LEAST_CONCERN
2486818,Pericrocotus divaricatus,"Pericrocotus divaricatus (Raffles, 1822)",Passeriformes,Campephagidae,LC,LEAST_CONCERN
2480453,Haliaeetus leucoryphus,"Haliaeetus leucoryphus (Pallas, 1771)",Accipitriformes,Accipitridae,EN,ENDANGERED
2493308,Turdoides earlei,"Argya earlei (Blyth, 1844)",Passeriformes,Leiothrichidae,LC,LEAST_CONCERN
2493079,Phylloscopus fuligiventer,"Phylloscopus fuligiventer (Hodgson, 1845)",Passeriformes,Phylloscopidae,LC,LEAST_CONCERN
6100835,Macronus gularis,"Mixornis gularis (Horsfield, 1822)",Passeriformes,Timaliidae,NE,NOT_EVALUATED
2496369,Rhopodytes tristis,"Phaenicophaeus tristis (Lesson, 1830)",Cuculiformes,Cuculidae,NE,NOT_EVALUATED
7341060,Chalcoparia singalensis,"Chalcoparia singalensis (Gmelin, 1789)",Passeriformes,Nectariniidae,LC,LEAST_CONCERN
5845038,Tephrodornis virgatus,"Tephrodornis virgatus (Temminck, 1824)",Passeriformes,Tephrodornithidae,LC,LEAST_CONCERN
5231750,Rhipidura albicollis,"Rhipidura albicollis (Vieillot, 1818)",Passeriformes,Rhipiduridae,LC,LEAST_CONCERN
5231837,Columba punicea,"Columba punicea Blyth, 1842",Columbiformes,Columbidae,VU,VULNERABLE
6101206,Chrysophlegma flavinucha,"Chrysophlegma flavinucha (Gould, 1834)",Piciformes,Picidae,LC,LEAST_CONCERN
2492482,Chaimarrornis leucocephalus,"Phoenicurus leucocephalus Vigors, 1831",Passeriformes,Muscicapidae,LC,LEAST_CONCERN
5229180,Circus spilonotus,"Circus spilonotus Kaup, 1847",Accipitriformes,Accipitridae,LC,LEAST_CONCERN
7340311,Stachyridopsis rufifrons,"Cyanoderma rufifrons (Hume, 1873)",Passeriformes,Timaliidae,NE,NOT_EVALUATED
2486128,Pycnonotus xantholaemus,"Pycnonotus xantholaemus (Jerdon, 1845)",Passeriformes,Pycnonotidae,LC,LEAST_CONCERN
5229142,Vanellus spinosus,"Vanellus spinosus (Linnaeus, 1758)",Charadriiformes,Charadriidae,LC,LEAST_CONCERN
5228803,Dinopium javanense,"Dinopium javanense (Ljungh, 1797)",Piciformes,Picidae,LC,LEAST_CONCERN
2495730,Treron curvirostra,"Treron curvirostra (J.F.Gmelin, 1789)",Columbiformes,Columbidae,LC,LEAST_CONCERN
6100873,Geokichla wardii,"Geokichla wardii (Blyth, 1843)",Passeriformes,Turdidae,LC,LEAST_CONCERN
5231276,Ficedula zanthopygia,"Ficedula zanthopygia (Hay, 1845)",Passeriformes,Muscicapidae,LC,LEAST_CONCERN
2481700,Scolopax rusticola,"Scolopax rusticola Linnaeus, 1758",Charadriiformes,Scolopacidae,LC,LEAST_CONCERN
6092114,Gracula indica,"Gracula indica (Cuvier, 1829)",Passeriformes,Sturnidae,LC,LEAST_CONCERN
5788902,Eumyias albicaudatus,"Eumyias albicaudatus (Jerdon, 1840)",Passeriformes,Muscicapidae,LC,LEAST_CONCERN
2482455,Dendrocitta leucogastra,"Dendrocitta leucogastra Gould, 1833",Passeriformes,Corvidae,LC,LEAST_CONCERN
2493459,Garrulax delesserti,"Pterorhinus delesserti (Jerdon, 1839)",Passeriformes,Leiothrichidae,LC,LEAST_CONCERN
5788901,Myiomela major,"Sholicola major (Jerdon, 1841)",Passeriformes,Muscicapidae,NT,NEAR_THREATENED
5230784,Hirundo domicola,"Hirundo domicola Jerdon, 1841",Passeriformes,Hirundinidae,LC,LEAST_CONCERN
2481622,Stercorarius antarcticus,"Stercorarius antarcticus (R.Lesson, 1831)",Charadriiformes,Stercorariidae,NE,NOT_EVALUATED
2492836,Cisticola exilis,"Cisticola exilis (Vigors & Horsfield, 1827)",Passeriformes,Cisticolidae,LC,LEAST_CONCERN
5231979,Centropus bengalensis,"Centropus bengalensis (Gmelin, 1788)",Cuculiformes,Cuculidae,LC,LEAST_CONCERN
5739277,Puffinus griseus,"Ardenna grisea (J.F.Gmelin, 1789)",Procellariiformes,Procellariidae,NT,NEAR_THREATENED
2481519,Calonectris leucomelas,"Calonectris leucomelas (Temminck, 1836)",Procellariiformes,Procellariidae,NT,NEAR_THREATENED
9770031,Agapornis roseicollis,"Agapornis roseicollis (Vieillot, 1818)",Psittaciformes,Psittacidae,LC,LEAST_CONCERN
5231280,Ficedula nigrorufa,"Ficedula nigrorufa (Jerdon, 1839)",Passeriformes,Muscicapidae,LC,LEAST_CONCERN
2493556,Locustella certhiola,"Helopsaltes certhiola (Pallas, 1811)",Passeriformes,Locustellidae,LC,LEAST_CONCERN
5959096,Bubo bengalensis,"Bubo bengalensis (Franklin, 1831)",Strigiformes,Strigidae,LC,LEAST_CONCERN
6100892,Zoothera neilgherriensis,"Zoothera neilgherriensis (Blyth, 1847)",Passeriformes,Turdidae,NE,NOT_EVALUATED
7340192,Phodilus assimilis,"Phodilus assimilis Hume, 1877",Strigiformes,Tytonidae,LC,LEAST_CONCERN
8082581,Synoicus chinensis,"Synoicus chinensis (Linnaeus, 1766)",Galliformes,Phasianidae,LC,LEAST_CONCERN
2479686,Trichoglossus haematodus,"Trichoglossus haematodus (Linnaeus, 1771)",Psittaciformes,Psittacidae,LC,LEAST_CONCERN
7785213,Ichthyaetus leucophthalmus,"Ichthyaetus leucophthalmus (Temminck, 1825)",Charadriiformes,Laridae,NE,NOT_EVALUATED
2495455,Columba palumbus,"Columba palumbus Linnaeus, 1758",Columbiformes,Columbidae,LC,LEAST_CONCERN
6101123,Trochalopteron cachinnans,"Montecincla jerdoni (Blyth, 1851)",Passeriformes,Leiothrichidae,NT,NEAR_THREATENED
9606290,Meleagris gallopavo,"Meleagris gallopavo Linnaeus, 1758",Galliformes,Phasianidae,LC,LEAST_CONCERN
2495494,Geopelia cuneata,"Geopelia cuneata (Latham, 1801)",Columbiformes,Columbidae,LC,LEAST_CONCERN
6065841,Hydrocoloeus minutus,"Hydrocoloeus minutus (Pallas, 1776)",Charadriiformes,Laridae,LC,LEAST_CONCERN
2475243,Tauraco persa,"Tauraco persa (Linnaeus, 1758)",Musophagiformes,Musophagidae,LC,LEAST_CONCERN
2491548,Emberiza fucata,"Emberiza fucata Pallas, 1776",Passeriformes,Emberizidae,LC,LEAST_CONCERN
2492566,Muscicapa sibirica,"Muscicapa sibirica Gmelin, 1789",Passeriformes,Muscicapidae,LC,LEAST_CONCERN
2479666,Amazona amazonica,"Amazona amazonica (Linnaeus, 1766)",Psittaciformes,Psittacidae,LC,LEAST_CONCERN
2475742,Todiramphus chloris,"Todiramphus chloris (Boddaert, 1783)",Coraciiformes,Alcedinidae,LC,LEAST_CONCERN
5229411,Anastomus lamelligerus,"Anastomus lamelligerus Temminck, 1823",Ciconiiformes,Ciconiidae,LC,LEAST_CONCERN
2479888,Cacatua galerita,"Cacatua galerita (Latham, 1790)",Psittaciformes,Psittacidae,LC,LEAST_CONCERN
2480187,Fregata minor,"Fregata minor (Gmelin, 1789)",Suliformes,Fregatidae,LC,LEAST_CONCERN
5846430,Leucophaeus pipixcan,"Leucophaeus pipixcan (Wagler, 1831)",Charadriiformes,Laridae,NE,NOT_EVALUATED
8292425,Calidris subruficollis,"Calidris subruficollis (Vieillot, 1819)",Charadriiformes,Scolopacidae,VU,VULNERABLE
2480736,Rhinoptilus bitorquatus,"Rhinoptilus bitorquatus (Blyth, 1848)",Charadriiformes,Glareolidae,CR,CRITICALLY_ENDANGERED
2477911,Dendrocopos macei,"Dendrocopos macei (Vieillot, 1818)",Piciformes,Picidae,LC,LEAST_CONCERN
2482454,Dendrocitta formosae,"Dendrocitta formosae Swinhoe, 1863",Passeriformes,Corvidae,LC,LEAST_CONCERN
2478548,Picus canus,"Picus canus J.F.Gmelin, 1788",Piciformes,Picidae,LC,LEAST_CONCERN
2493399,Malacocincla abbotti,"Malacocincla abbotti Blyth, 1845",Passeriformes,Pellorneidae,LC,LEAST_CONCERN
2477231,Aerodramus brevirostris,"Aerodramus brevirostris (Horsfield, 1840)",Apodiformes,Apodidae,LC,LEAST_CONCERN
2482519,Corvus albus,"Corvus albus Statius Muller, 1776",Passeriformes,Corvidae,LC,LEAST_CONCERN
2492426,Cyornis poliogenys,"Cyornis poliogenys W.E.Brooks, 1880",Passeriformes,Muscicapidae,LC,LEAST_CONCERN
